,artista,id_artista,genero,tipo,nombre,anio_lanzamiento,id
378,Hladno Pivo,4xpR0pcirJ1jPuQC4XVQV7,rock,track,Pjevajte Nešto Ljubavno,2001,7DU6NtZvzIHtC1a9xgj9c6
379,Lenore Troia,3Q7cpUnOvW0iEMIzXHACKN,rock,track,Island Blue,2001,6kVglU3abXHM19OJ0qKFLp
380,Larry John McNally,7fQwarCxGRYQBCS2nJ8CmB,rock,track,Black Guitar,2001,5VMFSvSqDuJLsXip7Ox7Ii
381,LAIN,7jl1uHLFhjyTBm7VhEJkfc,rock,track,Wool,2001,0TrzqFQC4XYEmwoS6qLydM
382,Lito Vitale,7lw1BVWquad5hKtDPU26JG,rock,track,La Corte Española,2001,4oq2wIXVE8jzDA4b7S4TZZ
383,Hell On Wheels,5EQgKyaGRyS8kb97EKWHqu,rock,track,Too Drunk To Fuck - Live In Studio 2003,2001,5QqZFRfar94bgVslEOMH5n
384,Cymbelin,1joXPImxJiuT618aeP6zj1,rock,track,JAK SE SUŠÍ PRÁDLO,2001,5ypK0xdiLHE6cUSPX2heVs
385,Cymbelin,1joXPImxJiuT618aeP6zj1,rock,track,DÍVENKA LI,2001,79ELGVuqGmvmV8j82XjAgd
386,Marc Sway,5czVIm17rZyNTdUdD6yY7w,rock,track,Lying Lips,2001,5yf8sE8lrVZLB8iZV6uGnk
387,The Ugly Ducklings,6qmBUFtVUT3QZhnxlxJHB5,rock,track,No Brains Today,2001,5yfgOHdUeTxNmUWc8jQ4wn
388,The Upsetters,12CNljuN6DW9e5x61FS03b,rock,track,Militant Man aka Militant Rastaman Dub,2001,1UxDG8I3P9BabGZt00KrFR
389,Division Of Laura Lee,4GrNmRQLgOZ95lNSTn9iIZ,rock,track,The Truth Is Fucked,2001,4ZedifnT7UUmtsGeyqHg31
390,12twelve,16i9sUGplV1urYeGKxgn1H,rock,track,Lautstarke,2001,5rwTxYVdgeD3CaKNtXu2Dy
391,Mikko Alatalo,0sXNaEi0XSZIEkCAOACaMI,rock,track,Rinta rinnan,2001,1l1rgeVNbUEwgYFRzktldD
392,Frankie Laine,3cgO5CdhEHKMxldjZlP5ix,rock,track,All Of Me,2001,2BiWIY5TngJKR16VwUjjuR
393,Veljo Tormis,0Idpvxe8nO6ZOciUbB5eSa,rock,track,Tormis : God Protect Us from War,2001,3LpIoMwl2aI4j7ST3rZ8aq
394,Julie's Haircut,2RRkSj0NQhBvHSUSzwG2uM,rock,track,When Did It Start Going Wrong?,2001,0NEi1A9XF0tqnIO5VlfNAH
395,The Blackeyed Susans,1cbOix9QbWe1UMGtXOa5cI,rock,track,Everyone's Gone To The Moon,2001,1VUM36fgyvrxA50A4LSLpF
396,Péricles Garcia,6TBRK2aO0piaq17vSCSfH9,rock,track,Destino,2001,2sLJcXNUNBqDiCWPGuWV1r
397,need new body,1uVW1I12W5nTeCGKiGv8zu,rock,track,Dirty Bitch,2001,1LGCoqUTMmRa51Qqx1kDLH
398,Rob Balducci,0tLOjsNBZA1dyytGYhgflu,rock,track,Pressure,2001,1LHdKwYEJLSG7etERcLhjt
399,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,rock,track,Stella Mae,2001,59unvaD4X5fXnFdxpmjlSi
400,Judy Collins,5yzE49FicYiSxN61oaxkNn,rock,track,Wars Of Germany,2001,35yZE6fZwY6qEhGPgFZcBY
401,Arsen Dedić,0FyBCma488GAn3XGadU6Wb,rock,track,Vraćam Se,2001,5VGhYY4JtkT0V7svOkmKvh
402,Djavoli,3tbhpXKuWBhxTXOSFSQqWF,rock,track,Điri - (Điri) - Điri,2001,1ClkW9kOV3VjshDWorTFaJ
403,Biquini Cavadão,7E5dcvoiZra9wwBuXYAYTw,rock,track,Arcos,2001,0NuLG4uVhoTEyGP0HlKlIB
404,Björn Olsson,522M1OdbnnJ3c1Bjxy69tb,rock,track,Tema III(Version 2),2001,6GFJagjyEZyvTcOiwbaWdj
405,Pipodélica,4k2LiLnczWweBZIlGgHlhu,rock,track,Bandido,2001,1ce1kNzMKmylfJdLkHd9Ti
406,Daddy Cool,5ht2HGrvbN9eDWJarHsou6,rock,track,For You,2001,2rnp0NiPNWcts6G1lFmuEq
407,Ronnie Self,5uGILxxiSWMniB1B4FpmOS,rock,track,Money Honey,2001,6umRxd6SuRVJPCmh9YazoB
408,Grinding Reaction,1Em2O5F1sONFKUOOmQJD5M,rock,track,Nazy Bastards,2001,19QKqjG6doqW82hmGQvmIR
409,Va-Bank,0E42XE6abWlzCgYMJptekk,rock,track,Между небом и землёй,2001,1PcOwIMUdpLIZOLNDz16U4
410,The Red Telephone,4wO3u8GOYAZXWHdv5RU0Gd,rock,track,Burned By The Sun,2001,6eNWiYWVRqCbNtBn7EU1nU
411,The Pale Pacific,0WoCOCw8Ci5hR0KulQ0ugK,rock,track,11.,2001,0pwBG2CK8F4xAsJrnMNZHv
412,Julie's Haircut,2RRkSj0NQhBvHSUSzwG2uM,rock,track,When Did It Start Going Wrong?,2001,0NEi1A9XF0tqnIO5VlfNAH
413,Hateful Monday,5HU8JehmExLcaV8bp8h7VT,rock,track,Maze,2001,0G2MgdPn6lyS1fVvNexm3f
414,The Fall,6WoTvA9qinpHtSRJuldYh6,rock,track,"Way Round - Live, The Garage, London, 20 April 2002",2001,4DTQFJ7bl0QVfAPL1YuxJs
415,Árnyak,1gyFnDS3m1kDxypHviuUej,rock,track,Jég ( Metál Remix ),2001,6KjzDfZNazdnPzhQunA7mZ
416,Brent Burns,5vqf0l0y4asjkeuUVPM81a,rock,track,Mean People Suck,2001,1lKCreFJoa44D332hnNsFO
417,Cisse Häkkinen,6QsPbdQPjyiaDZdkoel4yj,rock,track,I Love You Anyway,2001,4zAkxR9Bvd5hr5hBftO443
418,Kick The Kangaroo,0VgLk3MwyZnUK3bAIbQKn0,rock,track,Bye Bye Juliet - Single Mix,2001,3oSPktlBP8OHGRtSalgccf
419,The Cadillacs,5ye4TzZU2L7cxiQgCZoJUH,rock,track,Zoom,2001,2JXfYia533I7VQOFWsrmqm
420,Lobith,5s3STXa7yRuhtqgFHNTKf2,rock,track,Signpost,2001,0bhsrd08vPjrcFqPOrNz02
421,Heaven Street Seven,2NfoORdBTho3Y6Adi6VL5N,rock,track,Devil ‘s Hair Cut - Live,2001,33rpmZMzglw9ETfnph8phe
422,Paula Kelley,7qEPjcxWZSljANdItNYv4z,rock,track,Showdown,2001,5gEkZsN1vlqkIcgB6i40iW
423,Aldemaro Romero,4FGcIXWQF5RBWugYuxcpxQ,rock,track,He Got The Whole World,2001,3X97ucvDEqBV59L1PCA3iI
424,Imperio Argentina,0NBet2REK8OkilzxNYRoyj,rock,track,Bien Se Ve - Remastered,2001,6MXWCDIx9wcD2or6gJWUhw
425,Nadine Sutherland,6SaSgAC8GbmzRyCuhPtWdd,rock,track,Front Page,2001,5498GjThOJNRknvGAWsWUT
426,Ramona Silver,2gPPSXEHHGnXlvQIkSsmNZ,rock,track,The Other Guy,2001,2qMXitFCKvsOTMFT5kE8pd
427,Philippe Katerine,61NKNrhSMTYg2q0f3vS46e,rock,track,Monologue Sacha,2001,0fnj4lAfYDwVbTw2rbsfh9
428,Ookla The Mok,3NDauyMAOtURa3A0abWkW1,rock,track,Fascist Couplet,2001,3QIh0lAzW1TfdC6359Ga32
429,Trumans Water,3GQRTA9DtNlGbQqu8ST1Xx,rock,track,Second Wind,2001,5t30vdVGqS2djHmEdUAgeF
430,The Stringbeans,11F7MA20A51V08xyd5vhAq,rock,track,Safe Sex Girl,2001,0Vj4bxJDgZzNn42eGMDuUw
431,Stuðmenn,25ekuoCP29jHKzH4PEGun6,rock,track,Segðu mér satt,2001,1o8N91HXWjptoE4UeLyk9A
432,Arsen Dedić,0FyBCma488GAn3XGadU6Wb,rock,track,Večeras,2001,69J1Fh7j4v2deu4UKv56Nc
433,IMODIUM,6KRdyGKS8M6Yana4VADTwl,rock,track,New Flop,2001,7MnIl97HMrUkQsWwQcw34Z
434,Marco Antonio Muñiz,4BLAYO57LtkaZ6odOdWmGc,rock,track,Despierta,2001,5vmx7aj68RnRnq4NA8wlAz
435,Imperio Argentina,0NBet2REK8OkilzxNYRoyj,rock,track,Olé Catapún - Remastered,2001,3B7qzvzsf2d9PzPu4OjDZl
436,Inocentes,5PFAm9rM4jrm1X2jPX95E2,rock,track,Salvem El Salvador,2001,6KEAunnK2xmeaFaio8X4PM
437,Atheist Rap,5Og49C9PstnFb54RUDwq7s,rock,track,Pecinko - Whos in the house,2001,7qvtpR2ME6K0mRav0pdGju
438,Ronnie Self,5uGILxxiSWMniB1B4FpmOS,rock,track,Bop A Lena - Alternate Take,2001,35dwpS8YJGTNtwh3GRrSnv
439,Pat Kelly,5mLxA9ySBmpMnMNvx1bEUi,rock,track,You Are Everything,2001,4HzFhwNG8bEAFbz3XuH9E9
440,Péricles Garcia,6TBRK2aO0piaq17vSCSfH9,rock,track,Certos Dias,2001,5fBL7VhFPHgV4ohIcEjxmy
441,Choo Choo la Rouge,3q6BnAehoOT2Z8luT0M123,rock,track,Worse Mistakes,2001,37RLBB6iB5fBmImYNaMMxh
442,Alberto Vazquez,3vYC7LFneIpmJRSgrYy6dc,rock,track,Significas Todo Para Mi,2001,5KH5FNoQBjwkfVjHS0Ep3J
443,Kill Switch...Klick,3ipPequHYdL3b1KutsBI4y,rock,track,Sniveler,2001,567vsL4sWx2SHGjkaESz8T
444,Carola,2qlQds30O0pDx4WqHEOoqj,rock,track,Nyt nostan kytkimen - Gotta Travel On,2001,0sZmzZJBflvZFjRgdbpV1K
445,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,rock,track,Germans,2001,1yoF6GHOfWjc5Jo5cCTrxI
446,American Dog,5tELhkPCHdMPzh0SyhX5yI,rock,track,Drinkin' About You,2001,5Cz1wCh4eqGYc8lrxHjqwL
447,Steven Curtis Chapman,3vcFXwLEUdfWMu7gTQKyot,rock,track,Live Out Loud - Performance Track In Key Of Bb-C,2001,2O1UPpPVzWjahkSzwCmo60
448,Sons of Trout,1z88VRzfLU6fS3EIYuP93b,rock,track,Trip,2001,6UqyIrRZBmGG12pVneI37W
449,Autour de Lucie,0IVSAGNJsY7HDhGlV1gghJ,rock,track,Lent - Remix Isolee,2001,7BPKfJxX0DGrEtIp67WAWz
450,Sacha Sacket,0L1JLChVm9DHI98Ubf14dG,rock,track,The African of 1963,2001,5YvfjKi0QgNXCnIvsbZkmw
451,Tagada Jones,5bdYPMK2KCKXmWunHHiRN0,rock,track,Manipulé,2001,17BD6xrlYTdMzENFCLLl3V
452,El Caco,5M5tHP0quatNiMXpigYMzL,rock,track,High on a Low,2001,04ivD8qX8UYz98IUSmNb2B
453,Chip Taylor,4J9k7L7BrJ7NMWAcvgox1B,rock,track,I Need Some Horses Around,2001,7xHjm0UXRqGz4LLUIjtIlc
454,Johnny Clarke,5La4baU6Q4hL2TkVoDEQNa,rock,track,She Wears My Ring,2001,22uHyE0bEGnFqqXc5ZCkHX
455,Carbona,3H6dCs0SepKvLefBhYIwCp,rock,track,Breaking My Broken Heart - Live,2001,6s1VZJc3Gl1mwV6Y5FQK79
456,Dorsey Burnette,4IKhazN1C82QWCD2Oqwf3v,rock,track,Red Roses,2001,0XlgT1BEFYngA90C50isYZ
457,Aarktica,2Ly1WdvdasapfbydGfdv2O,rock,track,(Less Than or Equal To) 23 - 2023 Remaster,2001,6NeQ34bVSK3LIEYWzemrRa
458,Megas,6XbSklZyAWRIxx7eP0netF,rock,track,Utanbæjarmaður II,2001,2P9SmZdriJhE0QmnLyoZ75
459,Slim Smith,2PuBpv31beJyhHfvXoku41,rock,track,People Get Ready Do Rock Steady,2001,04K31nVzKjF1jYTuvjwD9o
460,Little Feat,0ZIwOAzDuGPspzK7yiTc4S,rock,track,"Apolitical Blues - Live in Denver, CO., 1973",2001,5A5MzHW5rmXGFfnOf7rQVD
461,Тайм-Аут,6fmy8Q81dGicamzRXUfskB,rock,track,Не тормози,2001,6jP1nOuLBtD9hsBFuYnVKI
462,Crystal Phoenix,0OjXoT2nAGMBM8C2QUXKQA,rock,track,Sweet Freedom,2001,5A6U7QfSgt9GymWXes4mlF
463,Piet Botha,4voqJ8sx0QCunZjjvv5Zks,rock,track,The Game,2001,7leF1dWMYAp51JvslRXj6g
464,Liz Buchanan,5ZZI15rljmtddtnKbK101W,rock,track,"Make It A Song, Song, Song",2001,4o0wW14F8Aspw1EGDddOPW
465,The Jelly Bean Bandits,67KDk8sP2GVQ7o9uUmxH0I,rock,track,Old Rock and Rollers,2001,70QAESbyqWEdPpJiV3BogA
466,Awaken,3vdhCcrVUU7OQYYkfLmC2C,rock,track,Interlude: Ellen's Orange Room,2001,5yRgqdu5vCDyPaH36Lddom
467,Ad Frank,264CgoEeheJzDSWRwUf4ZG,rock,track,Bay of Fundy,2001,0LbTvNSgCgcqBT9EunEtjA
468,Onar,29VrXPXn3f48oRTZFIH6NA,rock,track,Posa Plia Eho Hasi - Acoustic Version,2001,6AhcyhPNQ6Ff9EnVL5Hqj8
469,Biquini Cavadão,7E5dcvoiZra9wwBuXYAYTw,rock,track,Goiatuba,2001,3lxKmPsrozcoa0Ulztky1w
470,PornoGraffitti,5jQa0f5MIMPEK7udL7UpI6,rock,track,Swing,2001,2S2Qtlz7jPd1YUOVyVxICo
471,DarXtar,0UsLfqz1ujIXOjkkONfbHI,rock,track,Healin' Skin,2001,5EN54NerNEITCAnNAFsuB2
472,"Phillips, Craig & Dean",0g5OkLnQogzLrT9s5vw6kl,rock,track,Let My Words Be Few - Performance Track In Key Of A-B With Background Vocals,2001,1nMFiEd986IpTnaXNxUAVn
473,need new body,1uVW1I12W5nTeCGKiGv8zu,rock,track,Ulu: Rangoli / Screwface,2001,4hFVzbLIMNNSStd1hjQIFA
474,Kotebel,6Qu3dPNoT0T5iZGPTCR9qS,rock,track,Prologue,2001,3nK1tilbMZquzerepkqxSI
475,André Duchesne,0nmYvIjXJKNmR5Hz1l9iXg,rock,track,Polaroïde II,2001,2HqYy1MWgzriZTezdieEZs
476,Pipodélica,4k2LiLnczWweBZIlGgHlhu,rock,track,História em Quadrinhos,2001,0b2Jy7sNFbdec2dtDHW35Q
477,Audience,4YlyB1QRqi2c593KgGzNfE,rock,track,Across The River,2001,6qUp7bDifDoWkFDjDIGApy
478,Tall Tales & True,5WiA0UUUKDWkysnLQFRY8e,rock,track,Happy Birthday,2001,1cfRv3pfwDTQo8FkOfz4T4
479,Megas,6XbSklZyAWRIxx7eP0netF,rock,track,Modus operandi SS,2001,3EmV6zXK8XztrTUZ84WUmq
480,The Land Of Nod,36rdRJ9J7cD24gVcxMERnq,rock,track,San Juan Capistrano,2001,5nB6o1Q96xzucMcVyA3lXv
481,Josipa Lisac,2DknWiTisiqRoSiyKSFog0,rock,track,Još Te Čekam,2001,5Tjy69A4ENyxygFFZHtjsG
482,Credo,13boT9Eu4zWyxbyp8VMftO,rock,track,Es Tikai Vēlējos,2001,34mYftdtHrgnsGKqLLbk2B
483,Danny Dean And The Homewreckers,1h1zZcJAu24eBZjUE5cD9w,rock,track,Thunderbirds Are Go,2001,3LQCRQBzUY4Wn4BrcsTgeL
484,KANE,7rgKxnnBAsZ7Q04d6jICu6,rock,track,What If,2001,3s84z2j0TuNIexCzbOwPZO
485,Greylevel,1chYEoCAySo8bYyNpa2xpV,rock,track,Blue Waves,2001,4aY0oGu7tEk46Bs9INRo2B
486,Kirlian,1dfSAiUAKnk4H8AjPMM4FR,rock,track,Dar A Morir Por Tus Suenos Mujer,2001,2RVKyGdMFtFGsFdzF59fNg
487,Enzime,32MvnNuUzLu1jkpmxLIStk,rock,track,Rubber Band,2001,0x5WYUizMG9qICfFO6gRFJ
488,KANE,7rgKxnnBAsZ7Q04d6jICu6,rock,track,Mother,2001,6Rr4iLQlcCKRcY4VQpV16H
489,Bruce Roberts,1liZxHhIHGMKRPV0Fdy4a5,rock,track,Little Star,2001,3cwakUaGsx7tZgqzzmnCj8
490,Rão Kyao,055WfszLK5xNZa2FvBlZQ3,rock,track,Fado Loucura,2001,5WJFbU1QTuiu8UkA6ZbfQ4
491,More Machine Than Man,6n4yPUgscXRFWH6sOEc1MD,rock,track,Touch,2001,4Nfsltd7AfIuHYmi4BjwHK
492,Ghosting,17Lt4tjWHuqBBF6JCIqB3C,rock,track,Seele - Alternate Version,2001,7v8XILqPtEfDsfw1jnOaoA
493,Desmond Dekker,1FcB6xMihhP9Hb6AdGVbWe,rock,track,Young Generation (1995 Version),2001,6ReDAPecpFTqJ8wLos4xn0
494,Kill Switch...Klick,3ipPequHYdL3b1KutsBI4y,rock,track,Eventually (Forever),2001,6oAckL9FrGaFD4amAFor8S
495,Тайм-Аут,6fmy8Q81dGicamzRXUfskB,rock,track,Возьми мое сердце,2001,7yYglIdjSZV3HbEkJakuZ5
496,Juha Vainio,4Hqo0LI6ibbjWwRuJtBsrQ,rock,track,Matkalla pohjoiseen,2001,7rPbXXLT9OGoXH6y84RegE
497,Lobith,5s3STXa7yRuhtqgFHNTKf2,rock,track,Fairytale,2001,3FSTFZCjR4hiIU8qNCNA5G
498,Trumans Water,3GQRTA9DtNlGbQqu8ST1Xx,rock,track,Sun Tastes Like Fire,2001,3FSX9iNy7xzmIzyUxNg03F
499,Escurinho,4JPtZ1t3FJ7SjLPEAHQswo,rock,track,Na Ralé,2001,3FSWP5hS0erCqe2sEv9Ttr
500,M-Clan,4oVqMVHC03xnYJ7fyb1dh6,rock,track,Minutos musicales con el maestro Prado,2001,5ctXKxcaFTrl4LYxDxoghZ
501,throwcurve,7rECs3ql9s7QivqFGJfqTX,rock,track,ブリキ,2001,10GoVXdvP6LJ3iVFxdknvM
502,Gazosa,2eZKn9Mql6QzOhIR2rfGeu,rock,track,On A Day Like Today,2001,4BMRr3LLonEdj4jWBarE2l
503,The Four Postmen,1RqtrXWV73irlmFMS0m7xq,rock,track,I Got My Eye On You,2001,0xhhGnHd9lflUknqN8599P
504,Roger Robin,1HOwxUFTQZGEopJ3td2SfD,rock,track,"Father, Father",2001,07tHQ8qxFKivFT5v0TEJUt
505,Rothko,00ZyEQUmhmVzTG1dbgvcTM,rock,track,Old Folk Tunes,2001,5FtCL5a65A8fiJou7eDGSd
506,Clube de Patifes,3Y6u6eyuMrPACm9JeUJBrz,rock,track,Coração Gelado,2001,3ZucSeH5PuxOfRgtfxU6bS
507,Liz Buchanan,5ZZI15rljmtddtnKbK101W,rock,track,When Pa,2001,3xIWKWUfNHCZDOdw2YuGPz
508,Gogz,0UNV8Q1SwFd7KprXGms8Wx,rock,track,Pawb I Weld Yn Iawn,2001,6YdyC0Unvs2WkN12MH4bgW
509,Bill Fadden & The Silvertone Flyers,7MNBXgMNYb19qzQUrEY4v5,rock,track,Bop Party,2001,2880xGoKwv4to2dBRO6TBr
510,JIGHEAD,5yVRxdbqs0JPShDjbkgL0o,rock,track,フラフラ,2001,292K9zXhRnxGYFej4Sv9QA
511,Poor Genetic Material,6mrymxKfFK2jN4CH3Ftbec,rock,track,Summerland,2001,6D7qqAqn6vQYACvhhXDLlk
512,KANE,7rgKxnnBAsZ7Q04d6jICu6,rock,track,Hold On To the World,2001,3SSqP6syteSVpDErCNqmCW
513,The Indulgers,1pBr7F4Z9UlvJ1DHTrxde9,rock,track,You Are My Sunshine,2001,4zLblUci7Rdvr1qGTOuAmH
514,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,rock,track,Down At The Landing,2001,43w7hfNPXz18Tu6lP3W3NW
515,WRONG SCALE,4pwqcfSsVGflOH7OvEr0Q1,rock,track,D.S,2001,4pdnt65WCwcm2QFHdMKlYs
516,Status Quo,4gIdjgLlvgEOz7MexDZzpM,rock,track,Technicolor Dreams,2001,1z61zdFLxFC223SJmhJYm4
517,Jan Cyrka,1UA7iIS5ui7PypnfhzJjJU,rock,track,Chilled,2001,2DbocV0xEmZEolgRqusKps
518,Avalon,4rulVipLmUL2Mg67SIUmCO,rock,track,Come And Fill My Heart - Performance Track In Key Of Bb/Db Without Background Vocals,2001,0nTdTqJuTIcoXTirGwm5HQ
519,Carola,2qlQds30O0pDx4WqHEOoqj,rock,track,Rakkauden jälkeen - Was Ich Dir Sagen Will,2001,5WHe6GGTifABKoSksVNiC2
520,Os Ambervisions,15XSCvnJcIHswAok3YoRMC,rock,track,Proteção UV 400,2001,2F9ldXjB2HSTbupMRoA7ZT
521,Robert Palmer,530Sdm7eqqzWBdDmILMgnu,rock,track,Found You Now,2001,4jwDvVmsRA2Pi3ZP29hJjE
522,Stephen Cummings,0pEaZyETeq3k0YzcnGveOn,rock,track,Time Trip,2001,6LAirUlPMz1vpXCMMvOoQe
523,Rodrigo,235Vf4hkmwvxjVEMuCbRxm,rock,track,Quien se tomo todo el vino,2001,6iVyvQbZVkp4nddP1Sl3su
524,Dash Rip Rock,1IN2aZhF5WzfPWmv0b8KKS,rock,track,Silver Moonlit Rail,2001,1XOdMEUiYWZCPOYA10UYvC
525,need new body,1uVW1I12W5nTeCGKiGv8zu,rock,track,C R Eyeball,2001,266uMyHIqmnjhzOtlFrqJZ
526,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,rock,track,I Am The Blues ( Washington Show ),2001,5rATYTDTWP2Jgkhx0QPe67
527,Óscar Chávez,4QHjJWgPhculd31AHEsjOb,rock,track,Gracias a la Vida - En Vivo,2001,3nkUlHvORvmwbq47RPAwB0
528,Piet Botha,4voqJ8sx0QCunZjjvv5Zks,rock,track,Spookjam,2001,49Q3mbvxSmkNzDXlIVkNGr
529,2 By Bukowski,5rtOqGWdAZaURJmraF5vz6,rock,track,"Burn Witch, The Sorceress",2001,3kEiL7NvvH08ow5YKxI0wW
530,1910 Fruitgum Company,17vIaBTHJOVxnU4v7t1DiY,rock,track,Reflections From The Looking Glass,2001,2z5A06fbkL6GgQAhcfrQVN
531,Dave Lindholm,4CrcbzoCLf6R6joQ2ruKvl,rock,track,Laaksossa,2001,1HStiRflFvDCAg29p1be7X
532,David T. Chastain,19kR9XvBZIFz1otBxms6cC,rock,track,Riding in Style,2001,0lud71enp978TueY56zhok
533,Embryo,71TXox3zeu8QPFAiv07Qf4,rock,track,Yorubagroove,2001,2VIZQmqCatsyX9WN5aq0qY
534,El Caco,5M5tHP0quatNiMXpigYMzL,rock,track,Monster,2001,1Sb9Te4MujpbDKo9tODYIT
535,KANE,7rgKxnnBAsZ7Q04d6jICu6,rock,track,Alone - Int'l version,2001,06WjiOi48fa2GSNynzpMub
536,Johan Verminnen,3gH63DgDuvcGgXEmkHB2ur,rock,track,Treinen,2001,1gdu7O7u5ScnYhgHyqc6DB
537,Tajo Kadajas,7xTEOuyDzuwhsCLr3pDZoF,rock,track,Kevadine,2001,5c1cEQXHXswHjTfuAxDrCV
538,Karat,18yvjJdI9KYQ7uJAZ2z8fY,rock,track,Abendstimmung,2001,1YT3xFmMuNkZ8AVShuTVvJ
539,Seven Steps to the Green Door,51gvzIXzQwBjzQE8k0JN09,rock,track,Closer,2001,2i8Uo0QTOOjANstzrAvfWB
540,Super Furry Animals,0FOcXqJgJ1oq9XfzYTDZmZ,rock,track,Happiness Is a Worn Pun,2001,65U5U1eo0CnmRgsTOeM9tZ
541,Stuðmenn,25ekuoCP29jHKzH4PEGun6,rock,track,Láttu mig gleyma,2001,0fm3KzebhZrAXaLexVLKlZ
542,Amber Smith,4kcLWNvS4AnbH8YfzDPhpP,rock,track,Majd Egyszer,2001,7JQrGi5gSUeuxAAYV7fYru
543,Atomic Rooster,6Ix7Hx8Af0jg9X4OfD9sYR,rock,track,Backward,2001,7oHQQjOYS8HoyzRjHxVrio
544,Harmful,16vYauKyeJl5SV84bqHqQJ,rock,track,Plausible,2001,4RXJGnEUSOLX3tykFrqIx8
545,M.ILL.ION,3ZlvDpEUHt0FLWgJk5FBYF,rock,track,Sign Of Victory,2001,2qO2u6swXQNgOxAVue0iey
546,Tall Tales & True,5WiA0UUUKDWkysnLQFRY8e,rock,track,Moonshine,2001,0xSNnzoTPyzBND7FFBbZfL
547,Angelica Maria,4mQmpDH2FfT9FjSnAJV3U1,rock,track,Abrazame Fuerte,2001,61dCDPqplI86D4XfqavxJp
548,Va-Bank,0E42XE6abWlzCgYMJptekk,rock,track,Ты и я,2001,2yw859J8qme00KnBEyDma4
549,Aziatic,6aMcOAo7U5gfzsFtdVM40i,rock,track,Nibagari,2001,3tne5d925QJ8gDi6ydrlvV
550,Va-Bank,0E42XE6abWlzCgYMJptekk,rock,track,Кто мы,2001,1uyOxWxjF7Ivg51K22c9VG
551,Steve Goodie,4EjbWA2xYz4IhnWzQtFPLx,rock,track,Slumber Party,2001,2xiai85ISVELDsoZLVEG3Y
552,The Oak Ridge Boys,3XnO697XIus1M0cMuxZjos,rock,track,Santa Claus Is Coming To Town,2001,7hvoRVADH6z0GOCo4X78Cg
553,Los Gatos,7wL1RaL0IEr7bK2WKV9sEU,rock,track,El Otro Yo del Señor Negocios,2001,4woMFlVJDJh6ju7b9YVkXm
554,Os Replicantes,6hP7JNm3e4E0c5bldlKlO6,rock,track,Não Consigo Ficar,2001,3BB6ny4ScTJamzCXdWeEW9
555,Havana Black,2iIVdV7PriN6FluqzeiHPm,rock,track,Cockroaches - 2001 Digital Remaster;; Bonus,2001,3DWtGYHERpBB7upfk2tETd
556,SOBUT,7wiOTXhsRROAbAm7GDETD4,rock,track,TAKE YOUR POSITION,2001,0XGSyUES4rQm8uyOG0aLg4
557,Frankie Laine,3cgO5CdhEHKMxldjZlP5ix,rock,track,Put Your Hand In The Hand,2001,6bm0w745ZwhRkaPDKRnUbI
558,Умка и Броневик,6IJZ7zfO5Kc2T1jevVFtze,rock,track,Шоу-бизнес - Intro,2001,5CdHDYNiaYSDUZYCOIz65i
559,Get Hustle,3HhZB6dvxCAvEuJPtXCcFO,rock,track,Don Quixote & I,2001,3vHC58QwmeWS5TP5tjqWTd
560,Hobbit,7lG1Gqdzu4R0fKaBYTkgzs,rock,track,Join The Celebration,2001,0CdjE8fuJwJcJ5sBIruMTY
561,The Mary Janes,32zzGyKvXR9LCOH45EuXe2,rock,track,Downtown,2001,0pDvZMz7FxuMobR3MD4uSB
562,Newrotica,5BfvdZ7bZpIREbvHOjQtUh,rock,track,風の中のロックンロール,2001,25BC7l4JgMcII3SuhbSPhd
563,Presser Gabor,0G3PMZ1z0G7ziXrjryetoR,rock,track,"Oh, csak a hajnal jönne már",2001,3kqSsyTASHqUbh30WJaxeg
564,Hortense Ellis,3rZYrTkyrwz1CiW09bfLE2,rock,track,I'm Still In Love,2001,3kso5EcfLEfcZr22Bki4gr
565,Dept,0SAz2NoWtuteOJngjuKgHi,rock,track,En Un Instant,2001,2EwjeQQp34HKSp5J1BB6mg
566,Neverne Bebe,3eV1L6eiSGQNtzhn2Mw9vm,rock,track,Ljubav,2001,07sSMIDu8Rc7x2QUWxFWOa
567,Ronnie Self,5uGILxxiSWMniB1B4FpmOS,rock,track,Bop A Lena - Live,2001,3iHu6OrhZjAcg4uFiAkW7E
568,The Four Postmen,1RqtrXWV73irlmFMS0m7xq,rock,track,Now,2001,35esOcOfwEPmo87XDGaVkb
569,Awaken,3vdhCcrVUU7OQYYkfLmC2C,rock,track,I'll Disagree,2001,7p2GrekkrcLa2rgwG2u5AD
570,Cooper,0BL1wEw8kHSX7C3m8fzGNR,rock,track,New Age Crap,2001,28PopaGg6ZHrE7kve52j3I
571,Dennis Brown,0UmBaQJflaHddKtf1lrA6F,rock,track,Revolution,2001,6XFpGj2KXa5eVSfbiV1Uon
572,Siakol,3l9mRJIGzW7RrEE2H8Ldvq,rock,track,Bagong Taon Na Naman - Minus One,2001,2OHwamIM1KM0w3mrS1nOGh
573,Rúnar Júlíusson,5H97alXxCid4JxUE0WPfZ7,rock,track,Dulin ást,2001,6CF9TSSqeISHma5vIx0Wzz
