,artista,id_artista,genero,tipo,nombre,anio_lanzamiento,id
187,Onar,29VrXPXn3f48oRTZFIH6NA,rock,track,Kratisa Kati Gia Mena,2000,4KhHcPXrfHohnnITLeR0j7
188,Delirium,70CgtFRYY0VmzL1lvGVtCI,rock,track,Loucamente,2000,4Xk5zlrP0y3buzQuMciZn6
189,Kemopetrol,67DiNAi0KIF2O0CwGLNJlI,rock,track,Without listening,2000,5ygR3ez6o4EoRPWlt8p7gA
190,Warren Smith,3EPmCVUm7QNc1fSrLsXGq5,rock,track,Ubangi Stomp,2000,4lgbv94POmmVjrRIyWtRmr
191,Juustopäät,0s53aChYWmZ3QG83A5QqK8,rock,track,Tuulimieli,2000,6VHCYYocVzEZYHIIiwiCxZ
192,Емил Димитров,2fyX3KN0QchIB4mRmwKbzn,rock,track,И между две целувки,2000,26QrB6LexZBTkumt9DmvLo
193,Bernard Falaise,2vfSR44oLfjfOBiDS1NsRQ,rock,track,L’alchimiste et l’enlumineur,2000,3J6M8yjNH1xicPAesCqsqB
194,Renato Borghetti,36yjG0IcS2DjJdMwsAZgWK,rock,track,Porto Alegre,2000,12Z9fIIMy4eIpgAy69mBrT
195,Laura Canoura,0ATxyDnFvftkIT21OZu80N,rock,track,Furiosa - En Vivo,2000,7M77a7jWLJJywghaVJj78W
196,Snog,7ebUI6NYL5xuA5G81lE2CL,rock,track,State Rape (Beam Up Battle Cross Channel Traffic),2000,4bkMFTJafIlyIZMJKR7I2G
197,Kirka,1RJAalQs0oU7mC5krUYvrO,rock,track,Tätä Päivää Tahdon Rakastaa,2000,4jMA4GBr2wHnMQ0y2YsfFX
198,Paul Fenton,44uD87BQhBh1MkofB91t3K,rock,track,Midnight Train,2000,4hXKzi7pEbfeeA6w6tiNtn
199,Ray Smith,4SGITJm1kRaIEoqEwv360I,rock,track,Willing And Ready,2000,0RsEKhPhTjIW374SjHBCyI
200,Maus,3Nt7UxMCf1tiY2EWViSXRp,rock,track,How far is too far,2000,33c8FrHnipU6UvUusCXMUR
201,Gigi Moto,6aRbaxcM5AqT3R0Jh6IvFX,rock,track,Be Like No Other,2000,4JPXCqbwa6ywCUIuTwKD6G
202,Raimon,53gngrNkCMQim2Fg4qbHZm,rock,track,Al Meu País la Pluja - En Directe,2000,2phhr7fSxJ8hZKHToibeOg
203,Max Lorentz,7KC0RyuGipafI3CZQMXN6d,rock,track,Need Somebody Tonight (bonus track),2000,0TBzVs6WALnMXPejB04PG9
204,Morty Shann & The Morticians,7cpGw9iwImWyb14h7r5Unh,rock,track,Red Headed Woman,2000,6hzhyYmyEwWsEfREW4CVnQ
205,Vibracathedral Orchestra,6GsO5IUaiXIklNxtYLzxWw,rock,track,untitled 7,2000,49Ga4fO5VKv9nPseIYUjhz
206,Veljo Tormis,0Idpvxe8nO6ZOciUbB5eSa,rock,track,Sõjakulleri sõit (Journey of the War Messenger),2000,0nuID8xTsg7Ed3FUiGN4Rl
207,Keith Emerson,5MwQBuYuEnf6hLsupDJ0Um,rock,track,Inferno - Main Theme,2000,5febbGLnikYTJ1XZAsmHVE
208,Niños Mutantes,1ysmkH7bwM193VEqdtwgfn,rock,track,Florecer,2000,1sYdMzwyIw4xm8ZkTxtCeS
209,Chris Knox,2t13Pql594lu7NxU1h4DTp,rock,track,The Man In The Crowd,2000,6bnUkgIkeMc7M6ouztykWm
210,Brenda Lee,4cPHsZM98sKzmV26wlwD2W,rock,track,How Deep Is The Ocean?,2000,5s5kvNtKmpJbX1Fuo1dENa
211,Henry Ate,54wEBpZEvBl4YK94yhCkvn,rock,track,Sunshine,2000,0eYgyYsTqmbNrHmK1QGDfg
212,Владимир Высоцкий,6hKLYGlOtGVNzZUuvS99Nw,rock,track,Инструкция перед поездкой,2000,7HOn6Lri55VrM0nTjZ33IM
213,Bill Cantos,6WjNgC678BdeXKqJ1TrS9D,rock,track,Blue Intro,2000,7z8htTfsQrzsB2x4PYFo4w
214,Amersham,4IsDolWuvTUkg8pKNphLhd,rock,track,Sgt. Pepper,2000,0yp9ttXpdlkFcgOU3vbdhq
215,The Searchers,4QmkLL9JOqM9dusHS1Hghe,rock,track,"C'est Arrive Comme Ca (""Don't Throw Your Love Away"" in French)",2000,2B51zx4O9z8nbwC9Y9eQUN
216,Laszlo Hortobagyi,1lRRTTMU69aObgWhx7U7aG,rock,track,"Choral-sūra ""Nihil est in intellectu...""",2000,19cP0VWBNmHiJcCvVI1NbT
217,Monna Bell,2aJtGPY592hgmkGzD9oleC,rock,track,No me digas qué hora es - 2015 Remaster,2000,0c7zLLLn2kJutT6tosMqL9
218,Владимир Высоцкий,6hKLYGlOtGVNzZUuvS99Nw,rock,track,На Перовском на базаре…,2000,3JadT70CcSYV3JazeRAUnx
219,Malalma,61w7uHNAsKqT4IXHHOT5iP,rock,track,Sirgosol,2000,7s85U765WRLg3sxNtxuLne
220,Travis Wammack,3WMInzBGPhpDHCDv2wsZVj,rock,track,Get Outta Here,2000,26spaUZNc6Tbzad1LPh45w
221,Владимир Высоцкий,6hKLYGlOtGVNzZUuvS99Nw,rock,track,Нас не нужно жалеть,2000,3gWhK7C8oVXMwU2RNib7jN
222,Tommy Steele,2eUMWLKLpPyMWuTgoMgEG6,rock,track,Photograph,2000,6YBfvvhGVN5bkybt4LWEJw
223,Remorse,6FjqW4xqMdiCQPhjDDgMnB,rock,track,Megöl a düh,2000,7Hzb2041TUZdqAKYmxAwBx
224,Autour de Lucie,0IVSAGNJsY7HDhGlV1gghJ,rock,track,La condition pour aimer,2000,2SYPzjv5nluvNi9EsQ8abk
225,The Infinite Three,1vfDWY24saa7pTR1nnk5Eu,rock,track,Emission,2000,5PS2AwOyaAjYJj5UxMGWF7
226,Buddy Guy,2gCsNOpiBaMNh20jQ5prf0,rock,track,One Room Country Shack,2000,0fL9DmgABkKI6EV65YtWnx
227,Quilapayún,76sZcEL2ZXBTqNeFJAhlup,rock,track,La Herencia. El Campo,2000,3OVHLjWmDKKTvxDb8gnCg3
228,Horacero,4Ie5ySURMYl6DkM3BokzGY,rock,track,Bossa Trona,2000,3yLgu7inoluiusXsiRopux
229,Doctor Explosion,2VzZ1D51z8PEXsAgAwlQ3q,rock,track,Everybody,2000,0lszxpg7qoP7n6tf5R5lyM
230,Marty Wilde,49Jb7NSMLFMM3n8M7BNRxN,rock,track,Blue Moon Of Kentucky,2000,7AgJdmmuf3ZzBiTkt4Emvl
231,Laura Canoura,0ATxyDnFvftkIT21OZu80N,rock,track,You Make Me Feel Like a Natural Woman - En Vivo,2000,6stdN83FrPIeGL8Lu77uJH
232,The Sensations,79xDv2cFR1OcGwUgkaqjU7,rock,track,Easy Greasy,2000,1l1FA6Crmpo3d6vyRlGwEM
233,Владимир Высоцкий,6hKLYGlOtGVNzZUuvS99Nw,rock,track,Песня Мыши,2000,1J0gCj6oGaKScXzxSuchYX
234,Stormy Mondays,2npSrKhYzpMiU2URsAvfiR,rock,track,Dressed In Black,2000,33fNYFcYsHS9iKfGa0TZqL
235,M.A. Numminen,2O2MRdVmId5VbqJLrNw8fx,rock,track,Pogo i Togo,2000,6WKTUjoFHrQN6PrTDm2HPQ
236,Rosa Maria,2y6NMHOK3fgS7DN9bNpRk6,rock,track,Povo Que Lavas no Rio,2000,6Xb4gWDe3onSBPryHlSjO9
237,Jan & Dean,0pqGj6vO9YHsXuZmaJaP2Y,rock,track,Barbara Ann,2000,11kjgMSsPRV79x2LGmIaJg
238,Meat For Dogs,1aW4AGpkbai244jMzxPsEm,rock,track,Mistero,2000,6zgphWMWQ221OknjLNQBGT
239,Andromeda,1MO91nen0dZ2qprvZsc9lQ,rock,track,I Was Left Behind,2000,44Vr3WasQ76UyPzPNBgFuj
240,Termites,7LtCjJgTJog2xMKu8nlN4I,rock,track,Hollywood,2000,2FMAWPbWnlKrS6PihP67CK
241,Whiteheart,22sg0OT5BG5eWLBN97WPIZ,rock,track,Carry On,2000,6KJZeGsHOGk61EdLFZYeak
242,Joanie Leeds,4KOQZQuOdq1Zllyn7Nr4hK,rock,track,Tired,2000,1q0mYbzMErM8Q1vC2KXgOy
243,Veljo Tormis,0Idpvxe8nO6ZOciUbB5eSa,rock,track,"Bulgaaria triptuhhon (Bulgarian Triptych): No. 2, Ratas (Wheel)",2000,2FpzPU0kDYQTS2IGV13hja
244,Bobby Rydell,4hJTgr1adnhIkhmD9jLzd6,rock,track,Hey Good Lookin',2000,59RRdEaXVnoymJgVLtotAH
245,Jet Boys,3at7rmnXxlfkIM1Nd6t6Qv,rock,track,Rock'n'Roll Girlfriend,2000,4rgWwXqSw9w7uWYzKK0TLY
246,Blast Off,1OO0MeY4VnAUPG0qXVNTRV,rock,track,Stray Cat Strut,2000,31AQRlBqyVMZuVeBAW83LA
247,Let Me Introduce You to the End,5Y2CqjUhg6Z73WXUV01jFC,rock,track,Gods Above God,2000,4ySOPpF9NlPuL3YgQy71qZ
248,Wayne Faust,4wkrqeYsWz4nXJRJCskll7,rock,track,Circle Be Unbroken Medley,2000,47HQLtE877cUqZqz2gHoct
249,Roberto Goyeneche,3tkyefEX4NNjb0AILRLq2A,rock,track,Mi cancion de ausencia,2000,5i9ugzczLkBrao8DV6kffT
250,Dead Or American,3TXYiZYtqNzBJGLmnn3HWI,rock,track,"Good Morning, H.M. - First Demo 2000",2000,4O6R1DHEYJWZ2wRioPK8nk
251,Mel Tillis,5DWq2OARZMu64IqyWZ2xpb,rock,track,"Ruby, Don't Take Your Love To Town (Arr. by Karel Kokelaar)",2000,0CmKyWUYX1t8lENimI3auV
252,Muzzarelas,043YPBdg3DwDm0beeoYxZH,rock,track,D.U.Y.D. - Demo,2000,6senIAK1zDfux0RHmzChJg
253,The Consortium of Genius,4iaQFKjcniSdaoJnY9hede,rock,track,Death to the Angel of Death,2000,6g1eDRrta7hvbDgYRTmfr6
254,Buck Owens,2FMZn5P3WATd7Il6FgPJNu,rock,track,Three Dimension Love,2000,0FJxguk3khuvC7E0j5FE1e
255,Billy Wallace,3CpxqykAbVfIDxtHWy8fzx,rock,track,Southwind,2000,4FwGm2yZoqE8Vjb1GeRB6E
256,Marty Wilde,49Jb7NSMLFMM3n8M7BNRxN,rock,track,Wild Cat,2000,4r0z3ylkkSizSJzaufmfkL
257,The Satyrs,2HJiPYUhzNuQ5UC5E1wvNa,rock,track,With You,2000,0e2EWm3W5KojxvRixxxHWo
258,John Holt,312pFk2xpEwYWLGPehc4Nu,rock,track,Sitting & Watching,2000,30ecvzzSAVuko3EMwsameH
259,Claudio Rocchi,3GkQYqqevVe77z4LPLXNp7,rock,track,Il Teatro Labirinto,2000,297C7rmV2YyyCLwy0gjjw5
260,The Boswells,4q6FtZ6Es4K2nAUDZ0l3l1,rock,track,P.S.,2000,1bqfpCAKbSnrvzaxnPngtr
261,Jan & Dean,0pqGj6vO9YHsXuZmaJaP2Y,rock,track,We Go Together,2000,4m20t9TIjg42M15iPt0BFX
262,Jack Scott,4ucP0bNegd7Q4ewdOKIBfz,rock,track,Geraldine,2000,4FACW4hSJPanzN43xZqCfW
263,Владимир Высоцкий,6hKLYGlOtGVNzZUuvS99Nw,rock,track,Гимнастика,2000,2PpR7MfafUEyBW2fSAqduP
264,Jet Boys,3at7rmnXxlfkIM1Nd6t6Qv,rock,track,Inoki Tai Manmosu,2000,2wui929w3cG4beLXa1zstL
265,Ray Campi,1dCuGaCG60TlWCLjFJ69N3,rock,track,Until You're Mine,2000,7AlR7uQX7roXypFJ7lp1wR
266,Miquel Pujadó,6MOD9zjjBITsJ5MHEmJpRG,rock,track,L'hecatómbola - 2ᵃ Versió,2000,6HvTqPS8pYOngWgFRGoXPg
267,Rick Steffen,0O5YA6HIolirjvwGIFendv,rock,track,"Wine, Wine, Wine",2000,2AdNp0MepHzMcsmos3MA0K
268,The Diamonds,3s9kaLrpplvv4vIzZBYPga,rock,track,For All We Know,2000,4rnHN530NFSxBkcdFD4jtx
269,Henry Ate,54wEBpZEvBl4YK94yhCkvn,rock,track,# 28,2000,0KDHldvy0k1VoPQBVSEgbj
270,John Holt,312pFk2xpEwYWLGPehc4Nu,rock,track,Baby Don't You Cry,2000,6e87T5Ond1y8KUxmvHpyVf
271,Anthony B,7Lij2ZLJJQOfGojVR3Wmqa,rock,track,Rastaman School,2000,57VqWOEprHp4qU3wVlqxgG
272,John Holt,312pFk2xpEwYWLGPehc4Nu,rock,track,Stealing Stealing,2000,1vBL5ryXGTSi0JPA3jLkuX
273,The Consortium of Genius,4iaQFKjcniSdaoJnY9hede,rock,track,Breakfast At Pinkerton's,2000,1SZfoCwrDqskczI0bKFzPR
274,Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,rock,track,Go Go Go,2000,0WjBarf12B3TWiHiMcViMH
275,Maria Montell,4JXNI6kSpAzQSNTQSIxmcv,rock,track,Dream On Dreamer,2000,1yTVEFrQmdbcCxNDGmVdu4
276,NLF3,4Zaqwc3e3h2RB5XrBX5rPT,rock,track,1.12,2000,6LfMigysjbVcwIDOUOjmWi
277,Ike & Tina Turner,1ZikppG9dPedbIgMfnfx8k,rock,track,A Fool In Love,2000,2fHON8TGT91ikOJLyyew3f
278,Half Pint,0tGZBRO4tZjpUOZcD7tMeS,rock,track,Queen Of Heart,2000,3FGgYpcugtfpmziDkwrWLk
279,Dave Barker,4fDdr1gRqAzOSP8jVR6CEs,rock,track,Kingston Excursion,2000,7knBjfzwQd58zpc4KxFwUP
280,Sonny Burgess,0wYcRO9uOuCpQZ8qrQ1uRT,rock,track,City Lights,2000,75hPICx1K3ZBdq3YNR8yZX
281,John Wetton,0rk01XEfDhJhnBFp0LT1HQ,rock,track,Time Again - Live,2000,6imXfVrdXl1Oa0Wg1Io1Lj
282,The Satyrs,2HJiPYUhzNuQ5UC5E1wvNa,rock,track,Dying Away,2000,6BvgR7tgvqyWLUgogB9dIc
283,Адо,2Jam0fxuEV7YfznndYnqCr,rock,track,Поезд,2000,6xweuwmnjaNRpPsKlqjtxE
284,Bobby Darin,0EodhzA6yW1bIdD5B4tcmJ,rock,track,Don't Call My Name,2000,3KQcppIGJ5SI8qoigUq5sX
285,Sam Black Church,3ppT9krw1TptkMvJeL7SuH,rock,track,We Are the Bastards (Live '96),2000,0O3uDEMWsmWuXP6VwrHcxE
286,Pleasurehorse,2ftPsriLNir8FcqqzppXLF,rock,track,Strawberry Azzus,2000,5Kgfip15KyHn7ZimZM1z2O
287,Zvuki Mu,7cZCHoW0UAnBmecxXMQycM,rock,track,Крым,2000,5N0E3Zbh29IAfLVtG72N6O
288,Adrian Weyermann,326uXJ44Ck0Hc8QpDnQaXM,rock,track,Profound,2000,7hnRB6b0fh8VavwKUN3oIv
289,Wayne Faust,4wkrqeYsWz4nXJRJCskll7,rock,track,Remembering,2000,3PWnJ5y3tzgURQDYwFC7Sz
290,Zabrinski,0EQAhHbKRTyk8U8tMe7oEt,rock,track,Mangled on My Brain,2000,6w989TbYNi7DoQNpF11Dzo
291,Eric Schwartz,2wmjSzz9TcqPgSNMGAVksR,rock,track,"Houston, We Have A Problem - Shaving Off My Muff For You",2000,66YC35p9bUHKkiczoOOquw
292,Matuto Moderno,35zcf9WOc6jv82YL78gbHP,rock,track,Contramão,2000,4rDYGftZHo1ayJpPY31g4T
293,Anthony B,7Lij2ZLJJQOfGojVR3Wmqa,rock,track,The Ending,2000,1LuCGnJW2iW6aFouPPJuEt
294,THE YELLOW MONKEY,1xCdTZ5Wu70H6YwsmpgmHg,rock,track,Holy Sea and Sunshine (Remixed by Renji Kitazato) - Jaz Raser Drive Mix,2000,5J5oDfYjrAuHPKOgSih6rf
295,Insanity Wave,7pk98nyHCI6viNTPjZuond,rock,track,Roller Coaster Ride,2000,1ne3xDYdFpdyYGBXTWpmTi
296,Emile Ford & The Checkmates,2qyvlQ4Ku5zc2mk4pYamzC,rock,track,Keep A-lovin' Me,2000,6SQg96lMva0ozsIZwl4l2O
297,The Ancient Gallery,1w44KUBCmMhtj4MejBsapR,rock,track,Ich Leer,2000,1TULulXj8qUMrSP7PYGHPW
298,Rantés,7bSngAID20GjseBFJNUUav,rock,track,Ley Seca,2000,7gTPCf2tuvc87J8pPIDd7p
299,Mickey Gilley,5kFY4Bv5VRSBsM6CUYBoTC,rock,track,A New Way To Live,2000,42d3a8Xw6Uxz6NjakMHON7
300,Txuma Murugarren,7sneIqKQIfHYxFL5o1WU1q,rock,track,Eskuizkribua,2001,3Qn1zHXP7LiZaqXRUZzBDx
301,Duble Buble,3t4zJDGyOTFpLHtK23utpn,rock,track,Urbi et Orbi,2001,6VWu0s689SbmJrZcpS4LbU
302,Tomeu Penya,6KLolR6RNEUVUvKOOsxrXm,rock,track,S'al.lota Més Garrida del Món,2001,3JwPSd1Ik8ihLk9ZI6UfI6
303,Al Tall,7f6UyaGmBD2Vuq1ygnxYa3,rock,track,Dansà,2001,5pDBUb9IbU0Xhqhsv44csw
304,Figaga,0wzp7CrKlBF9lCBRz1OCAs,rock,track,Masi Masi,2001,4Vb3m85g4LClc0ia6BAdik
305,Kelly Mcguire,7ajGBpFbiUNaYdewTBJso7,rock,track,If This Isnt Love,2001,4WJbL9YKxAs5ztUFKn64z6
306,Ebiet G. Ade,50l3hdnSiYODINDYhyP0QA,rock,track,Dimanakah Matahariku,2001,4IZ9Pe7G889aN6cWPVkqgA
307,Charlie Monttana,6hszx52doSbSMupWHUGdTv,rock,track,El Boogie de la Combi,2001,11XdRPRLzHwQy1WSnpr7DC
308,Rhett Tyler & Early Warning,3kNYrbS4cvJeooz0jDvNtV,rock,track,Walkin By Myself,2001,5YmCrCqzr0Sz8ehTZl4lac
309,SEAGULL SCREAMING KISS HER KISS HER,1WSO9nf7wTj5DZBsncauGr,rock,track,JOHNNY MY LOVE,2001,3ODbpcR8idZZBz2jGRyYCc
310,Giorgos Dimitriadis,4iMrd53Uvlkww8Xrv13aPJ,rock,track,Ta Dika Mou Kourelia,2001,1OEBK8FmBo77rF4ipf2rFl
311,Oto Pestner,41a2lIIHtSGmR7wGAamUqr,rock,track,Oda ljubezni - Solo version,2001,7s7LEZsBsvg6pUrcshxgHT
312,Randy Kaplan,03kKiot9h8in4294vr5FUm,rock,track,In The Way Of Sin,2001,3VaYxALURmkIah8J6tqqPS
313,Bobby Darin,0EodhzA6yW1bIdD5B4tcmJ,rock,track,"Call Me Irresponsible - From ""Papa's Delicate Condition"" / Remastered 1992",2001,6Uahvu2CIEgZIxcN0VDy3C
314,Bo Gumbos,6PqyrQzrTf2k9oI0sIFkgo,rock,track,BODYCO,2001,5GtuFHW9usMQvYe1uWl60F
315,Kill Hannah,3s6SVwL2W0JLnIlwkjnU55,rock,track,New York City Speed - 2001 Demo Version featuring Chris Holmes and Erin Gipson,2001,2ltPC8k3XVDIWY2JwYt1mY
316,Chris Spedding,306XaY1dO5UhXQOWSjKIwQ,rock,track,New York City,2001,3ODSqaQ1m8v2DJl4AXtQ94
317,Ghosting,17Lt4tjWHuqBBF6JCIqB3C,rock,track,Seele,2001,1t0VVhns7Py6bSnSXcTlXl
318,Larry John McNally,7fQwarCxGRYQBCS2nJ8CmB,rock,track,Goodbye To Chinatown,2001,2xmOE4iJ6tmpJG6NW3mSpI
319,Los Jockers,1tHxyQ3P1Oo7T7YFKfRaKK,rock,track,Congratulations,2001,6OFibwqlnB8niBahvSb5Yh
320,Trumans Water,3GQRTA9DtNlGbQqu8ST1Xx,rock,track,Limits of the New Deal,2001,3uVtUE9r7L3huEjY54Usst
321,Ronnie Self,5uGILxxiSWMniB1B4FpmOS,rock,track,Grandma´s Rockin´,2001,4mTS4ou2jFkm5DGyEzwUIH
322,Little Feat,0ZIwOAzDuGPspzK7yiTc4S,rock,track,"The Fan - Live in Denver, CO., 1973",2001,3l59cKfu6xvPvy7siEKYzx
323,Marc Bolan,4M2gGLzKCo0rPyn224PsoN,rock,track,Lady - Master Version,2001,7q0g9hqEGZf9pbUYf5KI69
324,David Essex,46n0cAhBmsRJZiX6GSFmbf,rock,track,A Place in the Sun,2001,2crjikXLBGswEyCOdRaMML
325,Art Zoyd,3UGoJfjsENJ0x9rVckIuOg,rock,track,Anachorète,2001,6ITTsChGA5iCIDVqgppGU6
326,Trumans Water,3GQRTA9DtNlGbQqu8ST1Xx,rock,track,Self-Censored,2001,66fW1rR2EOm6wKbcI9zVJi
327,Dog On Fleas,4IeVO9BEsrReZNdAtF2h6L,rock,track,Mandolin Tune,2001,2T91X8eknfpIDdxJWVSgJj
328,Marc Sway,5czVIm17rZyNTdUdD6yY7w,rock,track,Can't Stop The Rain From Fallling (feat. Karen David),2001,1GBmTqwTSyyUJbhcHfORyB
329,Va-Bank,0E42XE6abWlzCgYMJptekk,rock,track,Полшестого,2001,3wvezV52ddqKjNfzzoe6Yl
330,Beatnik Turtle,4gLFKgGlbSeeiceJuvTHOw,rock,track,Goodbye Cruel World,2001,3tAKJFSZVFy9JS43qGAvwW
331,Status Quo,4gIdjgLlvgEOz7MexDZzpM,rock,track,The Price of Love,2001,3e0n5dHMqrTmNAhcByPVpV
332,Brent Burns,5vqf0l0y4asjkeuUVPM81a,rock,track,The Big Hurt,2001,17NLU3fhWi6pnmoUG50T2G
333,1910 Fruitgum Company,17vIaBTHJOVxnU4v7t1DiY,rock,track,Play Our Song Mr. Music Man,2001,0bUZh7HU0ZSNpg6v9PJjMA
334,Умка и Броневик,6IJZ7zfO5Kc2T1jevVFtze,rock,track,11000 жизней,2001,4nGO6MlSrVktUOHEmStobb
335,More Machine Than Man,6n4yPUgscXRFWH6sOEc1MD,rock,track,Chaos,2001,0wL0VcOtX3uPV7YAZbqAVr
336,Daddy Cool,5ht2HGrvbN9eDWJarHsou6,rock,track,For You,2001,2rnp0NiPNWcts6G1lFmuEq
337,Ghosting,17Lt4tjWHuqBBF6JCIqB3C,rock,track,O Soldier 2001 - Bonus Version,2001,2ipetNUblmttlJi4SV0P49
338,The Fall,6WoTvA9qinpHtSRJuldYh6,rock,track,"Antidotes - Live, The Knitting Factory, LA, 14 November 2001",2001,5Hx5YaOVyppjQdzh0BWZbN
339,Awaken,3vdhCcrVUU7OQYYkfLmC2C,rock,track,Tyger / Everybody,2001,6LU0HoOCeXkUNaCRLk4g2g
340,Kirlian,1dfSAiUAKnk4H8AjPMM4FR,rock,track,Dar A Morir Por Tus Suenos Mujer,2001,2RVKyGdMFtFGsFdzF59fNg
341,Los Llopis,35OEkYqpkHK4ZWBktloFnE,rock,track,Enamorada (remastered),2001,5aR2tk8Hwd7JM4fcGWNU4r
342,Robert Palmer,530Sdm7eqqzWBdDmILMgnu,rock,track,Woke Up Laughing - Sweet Lies/Soundtrack Version,2001,1MSWZ4IKy68bjoVHUoGehJ
343,Black Debbath,3x63vETIzcWrlzDerW3Tbl,rock,track,Great Norwegian Comedians (Such as Oluf and Stutum),2001,16i6aBfdg8d5kwB3koVi2N
344,Haris & Panos Katsimihas,2OVFX90h8lDzPZ5L5Mu0Vz,rock,track,Kataggelo,2001,7nfoGlHBiEnH6zRFe2gOke
345,Carola,2qlQds30O0pDx4WqHEOoqj,rock,track,Mä tahdon pojan,2001,1CjViv6MwizNj5uHEWDQIL
346,Frankie Laine,3cgO5CdhEHKMxldjZlP5ix,rock,track,Don't Blame The Child,2001,1wIKIQMUFP6DaeBmASYtxF
347,Hortense Ellis,3rZYrTkyrwz1CiW09bfLE2,rock,track,Willow Tree,2001,2zRoqOj6brdEbZFfqRBXmv
348,M.ILL.ION,3ZlvDpEUHt0FLWgJk5FBYF,rock,track,90-60-90 (Unplugged),2001,3MkOpRRo8t7ZvDdrm14dTC
349,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,rock,track,On My Word of Honor,2001,4yqh8w8UmSOdXYXUxyqVmb
350,David T. Chastain,19kR9XvBZIFz1otBxms6cC,rock,track,Hats off to Angus and Malcolm,2001,3aYSrrtGvxaO97oYONprkd
351,Sol D' Menta,3M7TZ0B7GuHjAb8KqBY968,rock,track,El Velo de la Verdad,2001,3BfhoBcR6D0x7IbgFKLBT5
352,Beatnik Turtle,4gLFKgGlbSeeiceJuvTHOw,rock,track,"High Horse (Jesus, Won't You Come Out & Play?)",2001,6KUVdvUlQ2Ph06ZthsQ01u
353,Lobith,5s3STXa7yRuhtqgFHNTKf2,rock,track,Icebound,2001,6VAXkQoFhYfmu9nJTXuyB5
354,Boris Novković,7mU7GZdZcudkj1cF5RFoUO,rock,track,Ajša,2001,2bXsbLobapXFZkRWiTKL2h
355,ZOEgirl,22xemK8mgxv9dkSKTw6T0G,rock,track,Plain - Performance Track In Key Of F,2001,6MbiVRXyS8gA3Rtey5nIK2
356,The Queers,1kRABJWDxSnOJFteI351V6,rock,track,I Want Cunt,2001,3g9MHQyHYnCRNXXAR4Nl27
357,The Golden Seals,0U2WmkbvPQQt3Y5cv8nc3P,rock,track,Your Stupid Head,2001,34UOKAeya38UDPvcTVK0nu
358,Epicure,3SofahSfdxgkdID0zk3h3N,rock,track,The System,2001,5EgqTMGy5JKRGMSnFMYarr
359,Leroy Smart,6u7C6jxjkDAThmdcOnAwH0,rock,track,Love Me,2001,0BaVLsvuOh0uER9URu1Yo1
360,The Residents,0X7nkgtJrvXcn1W8lN9Mtm,rock,track,Vileness Fats the Banquet Hall,2001,05FI4Qvyi1CyZWzGbnMMBL
361,Brent Burns,5vqf0l0y4asjkeuUVPM81a,rock,track,Mean People Suck,2001,1lKCreFJoa44D332hnNsFO
362,Piet Botha,4voqJ8sx0QCunZjjvv5Zks,rock,track,Suitcase Vol Winter (Live),2001,5Eg2ybhFECDeuCRAOvz028
363,Arturo Meza,7HfqJNWRLWcSy7VwNThhGh,rock,track,Agua-Luz,2001,6R0d12cxDQOmv3JIwagjU3
364,The Real Kids,46hWN2cZ7MboMi8eUmxttj,rock,track,Problems - Live,2001,7E4dz4rNFYOBvoODtCfKd6
365,Jiri Schmitzer,4wcjrycEcyMGdhY0A3y6wz,rock,track,Pruvodni Slovo,2001,4RM49eL6W3gedglQUXNnp9
366,Neverne Bebe,3eV1L6eiSGQNtzhn2Mw9vm,rock,track,Ljubav,2001,07sSMIDu8Rc7x2QUWxFWOa
367,Alberto Vazquez,3vYC7LFneIpmJRSgrYy6dc,rock,track,Extrañame,2001,5CvrgMfxbf9aFQKYQh8oSi
368,Cinecyde,53LCThoXvED2V3JIoHN2vA,rock,track,The Good's Gone Bad,2001,2NVqYvoc2Z6OlvK75w2Cs3
369,ZOEgirl,22xemK8mgxv9dkSKTw6T0G,rock,track,Here And Now - Performance Track In Key Of Bb-C,2001,1VT4CdAUIzWH78HMYcSbLP
370,Marc Sway,5czVIm17rZyNTdUdD6yY7w,rock,track,Innocent,2001,1ifMJxapjOURJPUV7xli2C
371,Nei Van Soria,44RSswMVuTQJcS0NpWZ2j9,rock,track,7 de Setembro,2001,5onMIQLtvrAzIbaNQSU2Ud
372,Tall Tales & True,5WiA0UUUKDWkysnLQFRY8e,rock,track,Happy Birthday,2001,1cfRv3pfwDTQo8FkOfz4T4
373,Arsen Dedić,0FyBCma488GAn3XGadU6Wb,rock,track,Posljednja Noć,2001,0Xq9snrQF8ZB3J4kCdAoOv
374,Danny Dean And The Homewreckers,1h1zZcJAu24eBZjUE5cD9w,rock,track,Hey Mama,2001,2T8pJMCaQ6FaillkFBYRGq
375,Biquini Cavadão,7E5dcvoiZra9wwBuXYAYTw,rock,track,Arcos,2001,0NuLG4uVhoTEyGP0HlKlIB
376,The Fall,6WoTvA9qinpHtSRJuldYh6,rock,track,"I Wake Up In The City / My Ex-Classmate's Kids - Live, The Garage, London, 20 April 2002",2001,2XXB5FZrahBWcGOUewaEhV
377,Nei Van Soria,44RSswMVuTQJcS0NpWZ2j9,rock,track,The Key Sopra o Vento,2001,4MmN8aFSt4QI8nu37wqEcj
