,artista,id_artista,genero,tipo,nombre,anio_lanzamiento,id
188,Reefa,5fny9jXltPGlLH1UlgySQ2,hip-hop,track,Week-Ender,2000,1YOnYb8ebJ0RJbbxiiTN0O
189,Freak Nasty,0LthCv77K8NqLKr8B6266a,hip-hop,track,Bounce 2 This (Groove),2000,4qUDiDO1eqbBBDO65eXKJx
190,PMula,4WFtixhvF2xaGk1WQuJsq8,hip-hop,track,Zvemashuwa,2000,04GnNjKDt7AcoNgJszLofM
191,Joosuc,38Q6PDXhnt4Riuj5DxqRhf,hip-hop,track,Only The Strong Survive - Inst.,2000,6WiRgW0pDWbJTZ3hyySZxF
192,Breezy247,0KXUcibF9niMXLzyMU020c,hip-hop,track,Minute,2000,2QTPlGXksYDzUjCfl5kuYJ
193,Honey Family,0Wv8nB1Ld3I7SdxKeHkxmX,hip-hop,track,Free Style Track,2000,5Vv8pNyUjrlCJno7ErF3fB
194,DJ Bomberjack,0Na7Qy0OzLwdeK6vGxPO3G,hip-hop,track,Fuse,2000,5jnrnZvAUOiuU297rIBw1O
195,La Brigade,0KmSqHKu9V4ZvexLyQiS5X,hip-hop,track,La vie est une,2000,4natiRaG6Oq7kZNzVpnQuG
196,Mr Mack,4XhooGGWT2VcVpRz1A8D4O,hip-hop,track,Slow Down,2000,7CYSDoVPj9YqU6kWPDuutF
197,Darkroom Familia Present: A.L.G.,3ydRCVy3dm7ZNZuYs5rzmQ,hip-hop,track,Ya Can't Stop What Ya Can't See,2000,2rdf5qXIO0DarnQoFowVPm
198,Apathy,6fK2hnSgfRPxR6sL975XQS,hip-hop,track,"The Smackdown (feat. Rise, Celph Titled & C-Rayz Walz) [Acapella]",2000,7Dhna8BLGLRsRmHqmOL92N
199,Honey Family,0Wv8nB1Ld3I7SdxKeHkxmX,hip-hop,track,스핑크스,2000,5oMa2vgm8i0VXuSmPSwIoq
200,Reefa,5fny9jXltPGlLH1UlgySQ2,hip-hop,track,Week-Ender,2000,1YOnYb8ebJ0RJbbxiiTN0O
201,Freak Nasty,0LthCv77K8NqLKr8B6266a,hip-hop,track,Bounce 2 This (Groove),2000,4qUDiDO1eqbBBDO65eXKJx
202,PMula,4WFtixhvF2xaGk1WQuJsq8,hip-hop,track,Zvemashuwa,2000,04GnNjKDt7AcoNgJszLofM
203,Joosuc,38Q6PDXhnt4Riuj5DxqRhf,hip-hop,track,Only The Strong Survive - Inst.,2000,6WiRgW0pDWbJTZ3hyySZxF
204,Breezy247,0KXUcibF9niMXLzyMU020c,hip-hop,track,Minute,2000,2QTPlGXksYDzUjCfl5kuYJ
205,Honey Family,0Wv8nB1Ld3I7SdxKeHkxmX,hip-hop,track,Free Style Track,2000,5Vv8pNyUjrlCJno7ErF3fB
206,DJ Bomberjack,0Na7Qy0OzLwdeK6vGxPO3G,hip-hop,track,Fuse,2000,5jnrnZvAUOiuU297rIBw1O
207,La Brigade,0KmSqHKu9V4ZvexLyQiS5X,hip-hop,track,La vie est une,2000,4natiRaG6Oq7kZNzVpnQuG
208,Mr Mack,4XhooGGWT2VcVpRz1A8D4O,hip-hop,track,Slow Down,2000,7CYSDoVPj9YqU6kWPDuutF
209,Orko Eloheim,49oVbaZhv8EuUmM1vif0iw,hip-hop,track,Inside You,2000,0YdciPvX3HptqPT4x9692m
210,Aphrodelics,2Ue2iGNVIHQl1VjHG3QLZB,hip-hop,track,Soulmusic,2000,3hmwjLTZ0eIKkJHNFI0NxH
211,DJ Bomberjack,0Na7Qy0OzLwdeK6vGxPO3G,hip-hop,track,Bad Spirit,2000,3gZAhlrDoBja7vEoORoZBF
212,Moka Only,7G9ZUoEjbi5Z2bR5w60S0h,hip-hop,track,Intro,2000,440hsGb6EVmDiKX0KgbIcR
213,Darkroom Familia Present OSO,2wqjmURgqm0WcUk5tWcufR,hip-hop,track,This One's 4 U,2000,1HioXbdF9WY7fErHrw3yd2
214,Fresh Kid Ice,1X3bEuAPXVpwBRK9dUPBg9,hip-hop,track,Chinaman In Ya Life,2000,3sMTvhYWMmBbYYSUKxqO8X
215,Quanie Cash,5bW5K5AcqPY9iIH1x5UQ2o,hip-hop,track,Do In Tha Club,2000,2n8F3anMcrLsSEiIAqLbKL
216,Luniz,3z3g65U7mmyyBmmDfsQK9x,hip-hop,track,Holla Skrill Ya'll,2000,2UKBQdhcXevzMAEf1mmEUJ
217,Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,hip-hop,track,"Egal, was du tust (feat. Caput & SD) - Exclusive",2000,4B7r6MYqLcq0OW1YPXcpPr
218,Darkroom Familia Present: A.L.G.,3ydRCVy3dm7ZNZuYs5rzmQ,hip-hop,track,Ya Can't Stop What Ya Can't See,2000,2rdf5qXIO0DarnQoFowVPm
219,Apathy,6fK2hnSgfRPxR6sL975XQS,hip-hop,track,"The Smackdown (feat. Rise, Celph Titled & C-Rayz Walz) [Acapella]",2000,7Dhna8BLGLRsRmHqmOL92N
220,Honey Family,0Wv8nB1Ld3I7SdxKeHkxmX,hip-hop,track,스핑크스,2000,5oMa2vgm8i0VXuSmPSwIoq
221,Offwhyte,3bzWyQq8VdNyjCzA6O7CLo,hip-hop,track,Streamlined Petite Cut Slab,2000,1IN2oqzS1PnFnRvBf0StGa
222,Disflex6,7lSzocc1Sb2QQfRODNDfwC,hip-hop,track,Swashbucklin,2000,0LLmuwBuRWh3RHLPJ2biEW
223,Teejay,30hElzuHCZ1qzCl364SHma,hip-hop,track,The Halflife of Love,2000,6Hngp5sQhiV9NuT9lYFdSr
224,Checkmate,6nfguy4Wxd0sQ8Bq7O3zYT,hip-hop,track,Interlude #2 (feat. The Mole Of Soul),2000,3J5wAVP0bg7uq5yE8te4wH
225,Young Lo - Carlos Warren,5MCBSHE6AarjvQwi3brzfJ,hip-hop,track,Survivor,2000,4fbo7DVvGijPZhy1pijjBR
226,Don Pini,4Rcf2vegYKYRRtwTE3HvWt,hip-hop,track,Sucio Party,2000,0oFCSDDKMYq2uLueq9LUJg
227,2 LIVE CREW,58Dx4HPzeOO3dbpD9YYEes,hip-hop,track,Be My Private Dancer DJ Spin Remix,2000,6QY5tC88h8gvsrmKRNNtqo
228,Sensational,5tpTQATVJLKPd959d3W1hg,hip-hop,track,Every Freak Desire,2000,5UTHabcCxvgo4qSjj3Knrn
229,Jel,1UlLSnpsaY8RdH6W5BRObN,hip-hop,track,Paint,2000,3YycNtTtTJFE7sXXXwRkSo
230,Rey Pirin,1ViM1nVwtJmRm5CSXyU0U9,hip-hop,track,Quien Morira,2000,1iVwXuvvfrKuZxEcyc7VIw
231,Slm52,2V0vzOu864ZF7KXTBhjzre,hip-hop,track,Kriminaltango,2000,6V5FqY02ggdzz0CNpizZpg
232,Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,hip-hop,track,Gimme Some More,2000,6w1VxsZMQJAoUVT6Ue0d8u
233,Mr. Sche,2InAixh0wal3ODxRg678gV,hip-hop,track,Immortal Thug Intro,2000,0IrrtcN687bAIHt1HAoEHO
234,Louis Logic,5iwtnFL2DK4xdWeHfeOOhU,hip-hop,track,Loud Mouth (Radio Edit),2000,2WAXE0owR2Cndpxnpuqdxn
235,Freak Nasty,0LthCv77K8NqLKr8B6266a,hip-hop,track,Intro,2000,7H95NpUSGnK0GSmLspd79P
236,Tystion,4CRdQibsWfDfobRZqfk4K7,hip-hop,track,Ar Goll (gyda Recall),2000,7iVv6DXDf3YmgcKaQ8pkIx
237,L'Skadrille,12fU2Tyt3TEQn0bjNS0kzC,hip-hop,track,C2laballe Inc.,2000,2t3Gae1bYAhSDnkZQgKV4t
238,Mood Ruff,0KnmEFm5OowhdILmt1Cp9l,hip-hop,track,Civil Wars,2000,6bwrlWqGhWoLp4bCBxRvyc
239,Darkroom Familia Present: A.L.G.,3ydRCVy3dm7ZNZuYs5rzmQ,hip-hop,track,It All Came Down,2000,4axwSJzvWSuJbLewbI7Ii7
240,PMula,4WFtixhvF2xaGk1WQuJsq8,hip-hop,track,Zvese Bho,2000,6YjygwIFFor4lOsIkR0T4w
241,Don Pini,4Rcf2vegYKYRRtwTE3HvWt,hip-hop,track,Nightmare,2000,4a3L5vo6dmnxwuqoGYkfyK
242,PMula,4WFtixhvF2xaGk1WQuJsq8,hip-hop,track,Messiah,2000,14u8wjT5sOUTBj9dtSboZx
243,Dany Dan,0JAbmlSLQqD6DAw2d8jdvz,hip-hop,track,La voix la plus dingue,2000,3H5Ty9KsH3iqI3PNyaiiTi
244,paar@ohrä,0jpJ3HN2pNXotgFEllJfT1,hip-hop,track,Jäger & Sammler,2000,3rtuB4SXio8YZybTPkcIPw
245,Mr Del,72OoayCtuiXdffq3pECRFF,hip-hop,track,Get Down Witcha,2000,7Hqrrepv7DTHKifzOCIxkH
246,Mc Mabon,4LNSdaoeQ1A9vghBUxXX0X,hip-hop,track,Helynt Y Dannodd Annodd,2000,0MmLDBp7luvFOyeO1pN7tf
247,Quanie Cash,5bW5K5AcqPY9iIH1x5UQ2o,hip-hop,track,When We Ride,2000,6yBrJHIENZ4QnK0xNsDA0z
248,Cali Agents,5lUJxGxTTkeRC5xAouxIe4,hip-hop,track,Intro: Behind Closed Doors,2000,0ZCAsVuQUzDOh2TpJyGrPz
249,2 LIVE CREW,58Dx4HPzeOO3dbpD9YYEes,hip-hop,track,Banned…What Is This' (Short House Mix),2000,66XoqGFMdhSrBneEQS0ymS
250,P-Folks,5kNjJdWQtJfFdm0McCCg5u,hip-hop,track,Leaving The Life,2000,306s4xWWQ5kbtm4HWg5f5H
251,Quanie Cash,5bW5K5AcqPY9iIH1x5UQ2o,hip-hop,track,4 My Real,2000,0oGtSFh0vK3ocGjBuLnFgu
252,Mo'vez Lang,2kA8Nqtnc8XDDVJrh1a5WW,hip-hop,track,Méfaits,2000,4XyQa1ByLg0hVO4gLKedu8
253,Offwhyte,3bzWyQq8VdNyjCzA6O7CLo,hip-hop,track,Juicy Pulp (featuring Pugslee Atomz),2000,3qfHjJqF1L7Q3zKjCbqV2b
254,Fabolous,0YWxKQj2Go9CGHCp77UOyy,hip-hop,track,Into You,2000,5zKx6A8xH976VZ3pXreAFQ
255,Point Blank,5Nz0G9zAjZVmIgqtGfHham,hip-hop,track,Hustlin' Is All I Can Do,2000,3tCPJxzyxocUqOOdaMlUzj
256,PMula,4WFtixhvF2xaGk1WQuJsq8,hip-hop,track,Solo,2000,4COb8vbo34Wj9vLIUsl5Vc
257,2 LIVE CREW,58Dx4HPzeOO3dbpD9YYEes,hip-hop,track,H Mama,2000,3fTDV7DAawAIXhUjWcMX7R
258,LUZER,3Arka4MxDmu9SdjK1xNah4,hip-hop,track,Meant To Be,2000,0W09T3SQVqoc0BoTkH6XWJ
259,Mr. Sche,2InAixh0wal3ODxRg678gV,hip-hop,track,Let's Get 'em,2000,78Ap3J9j2qdprxrCrBX7ZS
260,Darkroom Familia Present OSO,2wqjmURgqm0WcUk5tWcufR,hip-hop,track,High Times,2000,3PYjNwO1lpmJXBrH4OSAb3
261,Ishkan,4ttHV4RX6Gv0koJDGl9Zk3,hip-hop,track,Sometime,2000,1av567dTg6jWQLQU10drha
262,Mr Mack,4XhooGGWT2VcVpRz1A8D4O,hip-hop,track,Interlude to my F.A.Nz,2000,0pLsBsnPHv85GfyrbtKZhn
263,Fresh Kid Ice,1X3bEuAPXVpwBRK9dUPBg9,hip-hop,track,Get Laid - Get Fu-ked,2000,43dAmNh8zZeGgCYBHvM2pW
264,Kunga 219,6XADdu4d82spttHA4iD05i,hip-hop,track,Aimless Entrance,2000,7nFNYznpJm6LNXZcO0UCCD
265,Filosofia de Rua,7rwCXuDiu5DR1oLOmTBOLz,hip-hop,track,A Banca É Nossa,2000,4eAiPp1MSHFUhad3sKVvYC
266,Quanie Cash,5bW5K5AcqPY9iIH1x5UQ2o,hip-hop,track,Strike One Anthem,2000,6zGA8wEQ8CMUKi7ha2JTf3
267,PMula,4WFtixhvF2xaGk1WQuJsq8,hip-hop,track,Nzara,2000,6DBTj5GgIq122Uo9NRXal2
268,Sunspot Jonz,3yTmtBKkzOdxL74Yla3kp5,hip-hop,track,Attention Planet Earth,2000,0rvkO1PTsiRGCs7sWUOlHP
269,Filosofia de Rua,7rwCXuDiu5DR1oLOmTBOLz,hip-hop,track,A Noite Chegou - Remix,2000,1FxeXDODWE9tScm962IRSt
270,Darkroom Familia Present: A.L.G.,3ydRCVy3dm7ZNZuYs5rzmQ,hip-hop,track,Higher and Higher,2000,5vUVkSCVr5OWlnkHJt9TGG
271,Mood Ruff,0KnmEFm5OowhdILmt1Cp9l,hip-hop,track,One Love: Settlement,2000,7a8iP0UZCRSRdc3GCqbVxF
272,Breezy247,0KXUcibF9niMXLzyMU020c,hip-hop,track,Out the Onion,2000,3c7er9p2v5BZRy2qqiWwYU
273,Thaíde,6aBCEjrlI6ylLy2DTHRyJe,hip-hop,track,Vinheta 2,2000,4PYveckx9IPAl8CENvAQHq
274,D.J. Pinky,2AEliOJmG8mPmcBv43Btz9,hip-hop,track,Friends or Foe,2000,22KHU0MNtQ3OLC4u4Kp1Wy
275,2 LIVE CREW,58Dx4HPzeOO3dbpD9YYEes,hip-hop,track,Me So,2000,4km2VKveKMwQxjsnkSYEvL
276,Honey Family,0Wv8nB1Ld3I7SdxKeHkxmX,hip-hop,track,회상,2000,4FxdGVAeNeY6fBK3VgGp2b
277,Poison Clan,106fMajIkloDbzbznQHX4n,hip-hop,track,Don't Sleep On A,2000,1j9torTLHDAAE6hw48albi
278,Free Radicals,7sAhxNSWgRi4jjdkZsz8by,hip-hop,track,One Meow to End It,2000,7w2r6iuwnDZ9lBLfNcx2ze
279,Piccalo,23o9Ncwvo3Cv0olHPX4BaA,hip-hop,track,Closet,2000,2u3rJZP1TjFrh0Z6fDMY8k
280,Llwybr Llaethog,3RoyMb5sD9K3r5JyCXdwfN,hip-hop,track,Popeth Ar Y Record Ma Wedi Cael Ei Ddwyn,2000,6rtMo4z7Pr2A0tIe82knpR
281,Skanless,6Km2qq0Thg6tEm4pByMUd7,hip-hop,track,We Got Way Mo,2000,6ruF8FIHvfqx47iy1q9VPk
282,Ishkan,4ttHV4RX6Gv0koJDGl9Zk3,hip-hop,track,Do You Wrong,2000,3PM1zVxd5NtfwNwGmVJ002
283,Ugly Leaders,3kmGFu2n46gorlclIDfuMn,hip-hop,track,Keep On,2000,01h6cNOEeco5xPHWVhnn9x
284,D.J. Pinky,2AEliOJmG8mPmcBv43Btz9,hip-hop,track,Ass Out,2000,0r3TlxQ6aWQphpTQvnFXvA
285,Free Radicals,7sAhxNSWgRi4jjdkZsz8by,hip-hop,track,Irrational Exuberance,2000,2GfC5IVF1biOvnq5HZwsIw
286,Offwhyte,3bzWyQq8VdNyjCzA6O7CLo,hip-hop,track,The End,2000,4f5P7rOmei89jT1XWRyjSA
287,Triple Beam,4xndbA4shiMtdftaAMzjde,hip-hop,track,Parkin' Lot - Remix,2000,1K7oTSwoaTY0adRRV87pag
288,Aphrodelics,2Ue2iGNVIHQl1VjHG3QLZB,hip-hop,track,Stand Tall,2000,42cGwijHTXhzXEzU8HnErF
289,Triple Beam,4xndbA4shiMtdftaAMzjde,hip-hop,track,The Party,2000,3avThrAg9mLDLgfrhdYVyE
290,Skanless,6Km2qq0Thg6tEm4pByMUd7,hip-hop,track,Gangsta Island,2000,66FnRDyHlB0ibRpZj0lw3q
291,Sammy Sam,3dBEjkenio5q7TwyobcXKx,hip-hop,track,Drama,2000,0U18KzgArylrqD07jrwT6X
292,Mr. Sche,2InAixh0wal3ODxRg678gV,hip-hop,track,Yo Momma,2000,0U2BZxbYAsGu940OyRkVAR
293,Lyrikal,35KCSzO0sDCLggvo39D9ng,hip-hop,track,Ballz Out,2000,29JFjvz4vVHvszeqDQJg1s
294,Triple Beam,4xndbA4shiMtdftaAMzjde,hip-hop,track,Sticking And Moving,2000,5Bz5Hi0IM7aSrEcK38W369
295,Cali Agents,5lUJxGxTTkeRC5xAouxIe4,hip-hop,track,How The West Was One,2000,27YRs2jUW6RYOknAod0ejy
296,Mc Mabon,4LNSdaoeQ1A9vghBUxXX0X,hip-hop,track,Western Avenue,2000,4vQDo5z7RgUwyFj9BZhGyX
297,Drama,1DMUoszTJYruOq4wfJPLSB,hip-hop,track,My Name Is Drama,2000,0xjby1Luq38efsqiY0KxyT
298,Mr Del,72OoayCtuiXdffq3pECRFF,hip-hop,track,C.A.N.,2000,7tXP7at1QwX0cHunSk36Wc
299,Too $hort,4sb7rZNN93BSS6Gqgepo4v,hip-hop,track,Anything Is Possible,2000,5g22dJbSBSDJ3EX3qB4gci
300,Dobleache,334stJsJ0wiEu9vLdMvHfQ,hip-hop,track,Skit De Mierda,2001,7F4GBZbsWhzk277by0odyt
301,Arianna Puello,19Xm04ZiVtOB6J2Ti5vXhL,hip-hop,track,Intro,2001,12CaAEYiQjbe2HdmTacBsU
302,Moochie Mack,4MYkZ8OxXRD5prbJa8hdNk,hip-hop,track,Big Kat Public Service Announcement (skit),2001,7Ls965JobtnTTTkPlwEBKy
303,Moochie Mack,4MYkZ8OxXRD5prbJa8hdNk,hip-hop,track,Misconstrued (umm Ha),2001,3NYilaOnfTgfn2UHridnwR
304,Queen Boyz,3b2MHSY3jgmqTkBRw5KiOD,hip-hop,track,Rockin 2 Da Beat,2001,0d49FHWzI3ZfUxKCtAons1
305,Nonamerz,7kACswoFp64Ox8cGc5yfqa,hip-hop,track,Непоп - Скит,2001,2PAmFbsQhkyonDebPcGBoF
306,Ja Rule,1J2VVASYAamtQ3Bt8wGgA6,hip-hop,track,Livin' It Up,2001,18bvSZsN4Rh2SWql2JJevo
307,Marraketa Blindada,21nIERYsAgaaoIVU6zxxu0,hip-hop,track,La Noche de San Juan,2001,1CV3BqdPXk2XEOmukjBf0k
308,Petri Nygård,4l0zTor5S32Yly4uw96Bto,hip-hop,track,Intro,2001,5q1G6E0R4Rqv1tv37wt1ly
309,Queen Boyz,3b2MHSY3jgmqTkBRw5KiOD,hip-hop,track,Come Ride Wit Me,2001,6KjGHfptaxeif7x9BSFAzc
310,Moka Only,7G9ZUoEjbi5Z2bR5w60S0h,hip-hop,track,Some Of It All,2001,3tPhxOoSUtsTz76urLQLbd
311,Skwatta kamp,6PzSxetFOE72bmEObwo8rl,hip-hop,track,Bathday Selebration,2001,5aiTe1C2XAGCTeHdeKADcl
312,Triple Beam,4xndbA4shiMtdftaAMzjde,hip-hop,track,Collection Agency,2001,5MyuLd8JiQIkPywVKvz3kF
313,UMA,2KOvnQekNvNESeWVTKPBNX,hip-hop,track,Sasural Jaulu - Vidai Geet,2001,77rfkndSlSZf9rfutyJKd1
314,Christian,1YE0dGV7nezWn3VHWU6Zvo,hip-hop,track,Nominator,2001,7kCIZsxIEI3Rz9P5uqyK2R
315,Poverty,3mfia99VVoRs4NNx4TMoGu,hip-hop,track,Carosel,2001,0VjVt4pfeAhPVdrLqpTTWn
316,Passage,1oAnyDlvhHNFuCg09e4ZTr,hip-hop,track,Beyond The Pale,2001,4UXrm24t744g7sVEY3bStj
317,Miracle,3RKd7skwQVyZzFKIecmN5R,hip-hop,track,Bad MF - Album Version (Edited),2001,0F72fEGfYg95ly7taFDTVU
318,Ishkan,4ttHV4RX6Gv0koJDGl9Zk3,hip-hop,track,Mykanics,2001,1lQBpDvgo3Mhg3jZ5ikkSh
319,DarkRoom Familia,6DWXsR13uzUNpt9xF53UN7,hip-hop,track,A-1 Chocha,2001,6xzAm78t3tuNefjQh8ZrzX
320,Governor Bolts,5mgdsCW4Ue1Qffds6DCvRK,hip-hop,track,The Church,2001,2fPcVNVgQVaD59lLIfCcOi
321,Moves & Birdapres,5GBndQnHEbW9MaHOYk4OSJ,hip-hop,track,Intro,2001,2jq8gRPdnZQy7YzCA2oGan
322,Dru Down,0WbeGaye1H1KUdYWzYlTmk,hip-hop,track,I Do,2001,7JgjrP2ONwPAB18TtnDOZH
323,Q Bosilini,7bAVtjuPVGfCddyeQwsKkr,hip-hop,track,City I'm From,2001,3NF9glkYnJ6OLVLTrNum05
324,DJ 13,0inoGlKI3kFtAUtP5ihqVe,hip-hop,track,Verano Metano,2001,0kuvQLMmLvgNJVg4m9in2r
325,Sir Dyno,6FwfaFKsdgFLcVvk3CAGg1,hip-hop,track,Crazy Weekend Nights,2001,37QwOvepKfIDutVOdoAXtB
326,Backbone,2zkto0g1GbzlSAINp3UiLh,hip-hop,track,Believe That - Album Version (Edited),2001,54VNRpKNTgwJhDyxe1fP54
327,Noizmakaz,3gFJwTp3NriVMF3ypVdQ9D,hip-hop,track,Still stoned?,2001,0z4QyaS6Rd4PIca4q8NEqa
328,Miracle,3RKd7skwQVyZzFKIecmN5R,hip-hop,track,Change Your Mind,2001,4v0MfEb3JobdRZJae7aAgY
329,Queen Boyz,3b2MHSY3jgmqTkBRw5KiOD,hip-hop,track,Intro,2001,2S6W7ClchffbR5YrCayVTQ
330,First Degree The D.E.,3VTn914LzPXTZFHgwVqdp1,hip-hop,track,Most Darkest of Lecture,2001,5HfdlLNqFcyqCSPpCi41sE
331,JT Money,1pJhCUTEZhR4nYeemYlkVz,hip-hop,track,I Like The Way,2001,0XfCZ9VzzHbogbBQIhV3pk
332,Mr. Complex,270GDEFD698bt4HtjKiHKV,hip-hop,track,Freestyle,2001,6pQNBqtZJzPptW8OfCbarG
333,Solomon & Socalled,2E9t9KnMEVULVstiLpFmVr,hip-hop,track,Headphoines: The Glass Smash Remix,2001,390nVnvlYBLO169aHfMVxH
334,Mc Mabon,4LNSdaoeQ1A9vghBUxXX0X,hip-hop,track,Spirit Level,2001,05YATxEDcjeFGH0PIIcjhV
335,Vate,5drOi8ln1rQs8RRqG2HSNs,hip-hop,track,Shibari,2001,3fpMJcdpex58BUMHHf6LuP
336,Ishkan,4ttHV4RX6Gv0koJDGl9Zk3,hip-hop,track,Slap,2001,61sADZkpsxyEx4mSfEVVGH
337,GOG,1JyFYHa051bTN8BH8nWa7e,hip-hop,track,Filhos da Pátria,2001,3acNrj5gnWSe1yLWK6vjKL
338,Backbone,2zkto0g1GbzlSAINp3UiLh,hip-hop,track,50 Deep - Album Version (Edited),2001,5lsXpjxIuVeb3oc1JgdvFU
339,First Degree The D.E.,3VTn914LzPXTZFHgwVqdp1,hip-hop,track,Hustlin Humans (feat. Equipto),2001,3js0CN5lZWdrRJs3rVds46
340,The Roots,78xUyw6FkVZrRAtziFdtdu,hip-hop,track,Without A Doubt,2001,1G65yMLk91DvmXeFL4w2zI
341,La Fabrica,1JEGgcjrIqxnfxdG2ufElE,hip-hop,track,Cling On,2001,43ciUvSk5MZeaUdPEt9TU2
342,Miracle,3RKd7skwQVyZzFKIecmN5R,hip-hop,track,Ride Me - Album Version (Edited),2001,5yuva4hrikmhYMSFiCBQaV
343,Bossman,3yGjWCffIgM9QCDqYLykig,hip-hop,track,Ain't No Love,2001,2GNFfuy9MhnfhvOBDHyVzO
344,Thaione Davis,7FVMGCNZOs4SC8QLLj7mNC,hip-hop,track,Trane Of Thought,2001,6xfvMIu6d0gKSrCrjRg1A3
345,JT Money,1pJhCUTEZhR4nYeemYlkVz,hip-hop,track,Niggaz Better Run,2001,3aA1GhzEa3MvdnhGt7v0by
346,DJ 13,0inoGlKI3kFtAUtP5ihqVe,hip-hop,track,Listo o no,2001,2MxuEUUeany2qt9HNzZCHu
347,ESTILO BAJO,0wpIr0ppcuxgMgUJH7ZN1W,hip-hop,track,Cannabinoide,2001,1KMqVqym1YDxaUzx2Kmb0V
348,First Degree The D.E.,3VTn914LzPXTZFHgwVqdp1,hip-hop,track,"Gangsta Agenda (feat. Zigg Zagg, P-Folks and Tall Cann)",2001,26jHESxsURqEEaHnKNPnms
349,Miracle,3RKd7skwQVyZzFKIecmN5R,hip-hop,track,F*** Tonight,2001,5EHwok2MIHkN8ooeYFcFki
350,Rex Smallboy,6USV914NUMuMp2DwpBb6Nf,hip-hop,track,Message,2001,5EtvkMqu8PduneyWNHosVL
351,Pip Skid,4OAcBZWdFgbiunVUB1E7Kq,hip-hop,track,Cheap Tuesdays,2001,31qzNxqJkrpUqupAsOjRc5
352,DJ Glock,3G3tGQIRG04St8YjFHyhdF,hip-hop,track,A.K.A. Glock,2001,45SqJQt5IKrD0WqVWoPSFI
353,X-Raided,3ROTuxpbVooOYY7OanW7No,hip-hop,track,Where You At,2001,5DEsLfHiWWMCUcwH6HXlMG
354,GOG,1JyFYHa051bTN8BH8nWa7e,hip-hop,track,Revolução Mental,2001,7eWX9FsQaTUFmLTpq12idd
355,Zion I,3LLs28LJVlXAjWc8UDkcQZ,hip-hop,track,We Got It,2001,4E4mSU8jXv9z8mcatX8zfH
356,Dru Down,0WbeGaye1H1KUdYWzYlTmk,hip-hop,track,No. 2,2001,6H8aDbblHg28yizwTyAhix
357,Passage,1oAnyDlvhHNFuCg09e4ZTr,hip-hop,track,He's Been Waiting,2001,37Zk1D2fEQeQr1AclLox6Q
358,Ishkan,4ttHV4RX6Gv0koJDGl9Zk3,hip-hop,track,Drumspill?????,2001,41OlMX0voMd3rwvFeZn8Bw
359,Queen Pen,0VbIlorLz3I5SEtIsc5vAr,hip-hop,track,For You,2001,6iCbqSWkgGI1N477EY6GtL
360,MC Sniper,6XBntNN5Zh9iBg8adnaY74,hip-hop,track,So Sniper,2001,7LIlbwuHLYh4V9wHXnifVm
361,Unlogic Skill,5APEqFSY9nDIzUNHBx3Aem,hip-hop,track,Riffčina,2001,5FCkjE11341KqVaxLtmVFu
362,X-Raided,3ROTuxpbVooOYY7OanW7No,hip-hop,track,Write What I See,2001,4hjpwFihCDlATalpcrmnSp
363,Restiform Bodies,6hk8VdtnPVIhGZTDqklWy1,hip-hop,track,"Keep Looking, It's Worth It",2001,5ZaHqNXI5WZAs5L9I3QvF0
364,Skwatta kamp,6PzSxetFOE72bmEObwo8rl,hip-hop,track,Drug Users,2001,66HFUTcT2lS25oNRoaoV5l
365,83,4qsPfni9ASyTlYSWS3C5Kv,hip-hop,track,Leçon 2,2001,2Ke50rO9apx0VOpiJHipzz
366,Governor Bolts,5mgdsCW4Ue1Qffds6DCvRK,hip-hop,track,Superhumans Lovechild,2001,1hMTVPymvTM3P62VdsVYGr
367,Potencial 3,6nZg0XOctvjji1pPvsOjNH,hip-hop,track,Disparos,2001,3NyPBUoDLpuJwmeWeKvbzT
368,Moochie Mack,4MYkZ8OxXRD5prbJa8hdNk,hip-hop,track,Pimp Straut,2001,0dRJkfaQwVhVp0H5QQsZtF
369,Big Black Boots,4L42QchmINRc8u214VGJCf,hip-hop,track,Открытый микрофон,2001,7iAomFq70YOkpACRiWIDh8
370,Killarmy,5wwleY8YnxnutxOExPVoJb,hip-hop,track,Wu-Renegades,2001,5P33vPR3F2xKeD5bUUKQ4c
371,First Degree The D.E.,3VTn914LzPXTZFHgwVqdp1,hip-hop,track,Grind All Night (feat. Lilla Dmone),2001,3DvhJ8cuSGhBmqM1IbVgOf
372,Yener,7FfBhlmKBRzPffRGMxexYy,hip-hop,track,Atatürk,2001,35BHtQcUZKTHHzH7zSCIPX
373,First Degree The D.E.,3VTn914LzPXTZFHgwVqdp1,hip-hop,track,Sweets (feat. Phonk Beta),2001,3dUxbwDxqFIydC0WqdB5g7
374,Q Bosilini,7bAVtjuPVGfCddyeQwsKkr,hip-hop,track,They Sweat,2001,3UIxnHqJxcrihhMtdQUzFf
375,Queen Boyz,3b2MHSY3jgmqTkBRw5KiOD,hip-hop,track,Skit,2001,5lnCXp9YI7LxNh3i61IQD5
376,Triple Beam,4xndbA4shiMtdftaAMzjde,hip-hop,track,We Want Some Pussy,2001,6z7gOcJqePozClgs1R9aZH
377,Rex Smallboy,6USV914NUMuMp2DwpBb6Nf,hip-hop,track,The Reign,2001,6DU2BnxBj0YvMiPyul6dLy
