,artista,id_artista,genero,tipo,nombre,anio_lanzamiento,id
185,Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,pop,track,Jawal Hi Labhali Kashi,2000,4kAOH2VZNjX4h8mjuQlhPY
186,Sako,1lBD869ONfGroL8OPrRSdO,pop,track,Ganetsem,2000,7gq4ap3ZjmuAJq7Rujd6wF
187,Castellina Pasi,39LZnVEQ51cGWfQhYTDbTs,pop,track,Preziosa,2000,5oGgRWpIDHZA06pi77COfP
188,Mai Hương,20D0rskLHvakkfhZcgbulX,pop,track,Suối mơ,2000,4pgmNbBrbooI1x1hP0g4PB
189,Sukshinder Shinda,6Mp7fezR1NJNc7tnybKo18,pop,track,Heer,2000,5N4J36E7rdy5XaToc0epFX
190,Shazia Manzoor,5k8TaNhru2hLU3PRDGNS2S,pop,track,Pyar Tere Ne Rog,2000,3BDFjKVZi7h2zVJbvDcRkq
191,Lefteris Pantazis,5ZCCZxsnf0NCy3LBpPtH9Q,pop,track,Ta Kitrina Triantafylla,2000,5n81OeuiHxP7k1y9sazIlh
192,Duy Quang,0mK6ypkGLYJ1P4J1fP4Jcf,pop,track,Một Sớm Mai Xuân,2000,3LnJdpKNwYj6SeQ5nKWm6m
193,Annika Hoydal,7CBSZbiUM1JRO8AwEVx5y4,pop,track,Barnetegning,2000,7KlCmhu6zhSfEq4by4rPK5
194,Titti Bianchi,0jWstm6MkI0Q1aKQvSyMPs,pop,track,Canzone d'amore (valzer),2000,2ojS3sGYazCs26z1Q03snE
195,Ted Heath,4v8G8fM1P0Nrn9nZZW0ziT,pop,track,Back In Your Own Backyard,2000,2ok49tYlhEGZQvlalYMKnW
196,Jan & Dean,0pqGj6vO9YHsXuZmaJaP2Y,pop,track,We Go Together,2000,2sMGhhWcdN3UavY5dArlXr
197,Alci Acosta,3CoaObestry7i9joSvJ2hK,pop,track,Trago Amargo,2000,5rmD6bGRcvGNIEUoXyjb2e
198,Zahouania,13sLlXcYUQJPSPMYIqa6wv,pop,track,Men Sab Em Mal Njik Ya Mekka,2000,2io7kgDtHaJl8UiEgJvfMX
199,H.R. Jothipala,3gCSGLqfqjml86elSSFJOM,pop,track,Me sansare perada,2000,5Zc1Zsdj1UCakmYuavqgpn
200,H.R. Jothipala,3gCSGLqfqjml86elSSFJOM,pop,track,Me sansare perada,2000,5Zc1Zsdj1UCakmYuavqgpn
201,Kithsiri Jayasekara,6exQY8S5JNUWJVNkvF1cPx,pop,track,Nagena Waira Ginidal,2000,34HYEROVJvTW2aWWigNtWF
202,Sunil Chhaila Bihari,5IHqGRAyXQlCzcUz7CxZXv,pop,track,Patna Pyar Mohbbat Mein Aagu,2000,0ETixCi9lMl1ZvPrMRkRmf
203,Chung Tử Lưu,3u0Byf1QwSEOfed8nh5i9s,pop,track,Hãy Quên Anh Đêm Nay,2000,7swMJ35lzdcOtismzfwMG2
204,Hugo Liscano,2PtoCPBkCc37AWeldMTd1I,pop,track,El Porro,2000,4gZzf5jXPFqR2VvXTMe53T
205,Al Hirt,0TGsWvnbtExsbGUSWtXENE,pop,track,Brotherhood of Man - Remastered - 1999,2000,5vnwWxXN2tQ7lNLO6jcUkI
206,Cauby Peixoto,1j081CNX8swtqfQCXGUc4v,pop,track,Nada Mais - Ao Vivo,2000,4vDhMqaCitVUA56wvEExf2
207,Claudia Barroso,3gPgcpvM6htjmEIZ0eJDhU,pop,track,Quem Eu Quero Não Me Quer,2000,1S2apmn3XxCan3SsclcBk1
208,Imad Rami,6qvseXViGCWXZOpoVc3GBF,pop,track,من مثل صغيري,2000,65RXMdlmEUtFXHJ9slFtuc
209,Erik Paaske,55kX1H3ycomPSaVrzBincD,pop,track,Kip-Kalv-visen,2000,14t99RJe4N5PnXRcEJES2h
210,Thanh Lan,6RYfTf1zDRu9rnOzo8QRJD,pop,track,Mùa Vui,2000,4ITv70fgHofiBj0TigxYrg
211,Titti Bianchi,0jWstm6MkI0Q1aKQvSyMPs,pop,track,Vecchia luna (beguine),2000,49Cb2os1IANfyD2CKfR4gp
212,Skamp,2dHECfE7vAlXc4DgNhUKrr,pop,track,All in My Mind (Freestyle),2000,6iDY9NkiXqjVi7LS2Nbc7a
213,Ingus Ulmanis,3vPOHvQtphnfmeq8eUkLVm,pop,track,Neverland,2000,1fuaJqxFjOlaOFfE2kjxUe
214,Mario Visconti,1rptBiANi2kiDrVmC9ARau,pop,track,Está Muy Bien (Rumba),2000,7hal0IMMiN3pgmIC8mzFVu
215,Erik Paaske,55kX1H3ycomPSaVrzBincD,pop,track,Mor Danmark,2000,0lwiVfDyAB6BdUVyzaVHQA
216,Honey Family,0Wv8nB1Ld3I7SdxKeHkxmX,pop,track,여행,2000,2T8R2YmpxbfvVHOWzSS7fv
217,Kai Winding,1kYYk4lJ7ZWbyy3zDYOl6h,pop,track,Old School Ties,2000,7Lr6qQjb5f3OhNclI8R7cq
218,Mat Ngoc,4TdwDBoLP7DitkuOfdRBau,pop,track,Mùa Xuân Sang,2000,0uVY1ENTeawPuCUSAIgfzz
219,Diana Pequeno,5XFU90OCno3PHAPf7osdAu,pop,track,Anjo de São Raquel,2000,07BU6XLEdREI5M3n5Cqico
220,Stanislav Procházka ml.,4aMZ9TSGzQpuxpS97onRP1,pop,track,Příště to vyjde,2000,55UDSWCLZFqANMKW7bvwQj
221,Zahouania,13sLlXcYUQJPSPMYIqa6wv,pop,track,Zid Tgarad,2000,2IntfxqW45okTchJRmlGoq
222,Bharat Sharma Vyas,3T5wt8pffp1G2bAjRQD8G2,pop,track,Raure Vinti Karila,2000,7q8FFNZthcpCK8KsXzF02G
223,Teresa Teng,3ienC90A5I1X3irDyQoqWZ,pop,track,賣菸姑娘,2000,5jpMofRzzVHmF2DpaVUOef
224,Olivier Hecho,0b6O6Wm36Bb3jSfKetVnM6,pop,track,Your implicit faith in the flow and ebb,2000,7djulI2NfJnxIw1RHCGmih
225,Sarolta Zalatnay,4S6i1vF9pZM2tgYMiQnkQ5,pop,track,"Óh, ha milliomos lennék",2000,5dZcgnVyQx7r6UBaVrOHJV
226,Maria Faradouri,72gzCdzXViRDopHWPPcG9M,pop,track,Ime Tou Erota Pedi,2000,1VUUkHoYE5V2l6BWvNNegQ
227,Dræsinebanden,4fTh9EInN2pJzHGTVy62w6,pop,track,Den erotiske frier,2000,50cwN73q0aF3tovINkLgFO
228,Edoardo Vianello,1HGnzMzxvfaSkMi98DLkgo,pop,track,Nasce Una Vita,2000,77rNqhLCzxp9JV8QZtTLE9
229,Chucho Avellanet,4fr6dA1fcSVYHEptBDaWzN,pop,track,Te Sigo Esperando - Bolero,2000,2R0qekSiU2vZSM3bOjMNu2
230,Excesso,0D7DHoP1NH76HwLb4pWFKW,pop,track,Não Quebres O Meu Coração,2000,1UvKbGHKo712TEUS8J1R2Q
231,Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,pop,track,Gajananna Sadhguru Raiya,2000,1jvsum4r8eaPBjhPp0zT08
232,Mario Visconti,1rptBiANi2kiDrVmC9ARau,pop,track,Cubanita (Son Cubano),2000,19QQUU7LZv5icKd0bmS6e5
233,Shang Guan Ping,6CxF2xHa30nX9KpgGgtgx5,pop,track,花外流鶯,2000,4nN4alk2Rq1iNsEpFkdPhR
234,Lisa Mychols,5US6lsz3H9M3Q1AYfOESkt,pop,track,He's The One Island-Style,2000,1yTpjOt2IY9tHmCng46fbY
235,Earl Bostic,3uPH2E6G8gBlatMzfQR4lL,pop,track,Lester Leaps In,2000,3SuD75smLGpSnz2utH6jIt
236,Hassan El Asmar,2V9eL6H3ZeeLRKYud48vax,pop,track,Shofoo Habibe,2000,3NCwFrN9zy67i0bGQabv6M
237,Baraflokkurinn,7oYmAsQQfEzXwEoiRfcbid,pop,track,Motion,2000,47NHXNgTuMKiyJKWrGQ5fR
238,Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,pop,track,Rusanech God Aahe,2000,2KL1Bn2w6EeuQwWHxBLqnB
239,Los Black Stars,5PvF2PxzTlevfYGoyFERmX,pop,track,La Piragua,2000,47OZ3PcgCQjO417m7hBdl6
240,Earl Grant,0k3XbZNQTR8KVW2yWyJDDx,pop,track,Island In The Sun,2000,6Y6LxclZrjqfNGcyGNjKrD
241,Billy Vaughn,6ZzOIAEw7joAghyA80c6D0,pop,track,Moonglow,2000,3uQzdKYnFmM1n66r2FD9PD
242,Gary Morris,2DI8C4YNiTSH2RiNa7ViVx,pop,track,Little Drummer Boy,2000,2oNqxrttCSLXcLJlfF3uOY
243,Rocío Jurado,1FlYevYLENR3IMgMlnMvf9,pop,track,Ese Hombre,2000,3SGwHoC9538TctzJ1ytYCD
244,Богдана Карадочева,4ij8HiPbLDVj3bcPeLvfgh,pop,track,Лунапарк,2000,0sLaBxmRt2Z4TCBrZIuQs1
245,Dharampreet,7HWG9vQSA4hT8yizi6cTOR,pop,track,Tera Tera Toli Janda,2000,1jThvI2tNwYckAifkBeEBY
246,Shambhujeet Baskota,1eMfmcLjo0cXjAbv4xSbkg,pop,track,Dherai Din Bho,2000,6EvNvLNe0lQS7iJazwcFIy
247,Ami Aspelund,30nAJP9YrC59ij4ccZYxJW,pop,track,Kun pois hän on - A Friend My Friend,2000,1109PBDrS94Dn2TRle61Li
248,Ted Heath,4v8G8fM1P0Nrn9nZZW0ziT,pop,track,My Mammy,2000,36EFhZyHfznMwPSSK6415k
249,Honey Family,0Wv8nB1Ld3I7SdxKeHkxmX,pop,track,Free Style Track,2000,5Vv8pNyUjrlCJno7ErF3fB
250,Afon,38aqq1aXOYlHsQnAqipYsH,pop,track,Ari-Ari,2000,4zlVnOQlJxSjvmmU07wqH6
251,Doctor Explosion,2VzZ1D51z8PEXsAgAwlQ3q,pop,track,Inútil,2000,4VsLPAfE14epBj9P0PYEh2
252,Orietta Berti,6W7O7oseXcbYLoiarQrpOw,pop,track,Trippy,2000,5sLELYBmCesUXJIkjAQcYW
253,Andris Skuja,3B50GVw43JmMdvBBWqY9Iu,pop,track,"Dzīvīte, Dzīvīte",2000,2ilfkNjbLqNoDfuqJ6KIkH
254,Karnail Rana,6Rolu1zclCZT60kZuPamx4,pop,track,Hey Kangda Kaali Dhara,2000,24A0ab6UeT7KOJknOqKQal
255,Ana María González,5kUndRPKfSpxJ8WoDImOZU,pop,track,Dos hermanos (corrido),2000,6Pd2txgnSvRWmVXMv9DxCp
256,Teresa Teng,3ienC90A5I1X3irDyQoqWZ,pop,track,心愛的娃娃,2000,3DQwD2RUC3f6NSC3ermcnC
257,Lee Mi Ja,3ZQ97tFlkn5moDjvgQ3kpZ,pop,track,Youthful Confession,2000,113IU3opvW5rhVA3coZyDo
258,Ted Heath,4v8G8fM1P0Nrn9nZZW0ziT,pop,track,Exactly Like You,2000,7eBtoOwS9dchcGMHOtg6YG
259,Yosef Moshe Kahana,1giqtregfk1yoJcPEzyrqC,pop,track,"Shabbos Melody 1,2",2000,7jJngQtE1BuQWTK6oDZdll
260,Jitka Zelenková,7JiWNPWFog0sTz1f63HToI,pop,track,Rád - Reggae Version,2000,75WQ2QdM9caUARWkN7nKOH
261,Debabrata Biswas,1omGHCXLJ1lC4xAH1BHVnn,pop,track,Hei Mor Debota,2000,0bA4ImvdmpjpxLF5WnCICO
262,Julie,3mriKMwKtRDiSx9522Jpr2,pop,track,Bản tình cuối,2000,3T9MiEOGzVW9jx4YsqWiR1
263,Subhani Harshani,00n7CSeMaUX6ayCQtNgxhP,pop,track,Gimhanaye,2000,1cfacge1o3SpZGgcDiAPxS
264,Eino Grön,23m1wRBXuodv7oXi6QP5AY,pop,track,Minun jouluni,2000,1YFAGLgOXBob3qEVGRsSiB
265,Debabrata Biswas,1omGHCXLJ1lC4xAH1BHVnn,pop,track,Mor Pathikere,2000,0VWY9fbJCxKKoVQxCvEKMA
266,Sekhar Ghosh,7jzR0j2egxzk2b7DUmk6Eg,pop,track,Kanhu Katha,2000,3lo4XcQNBxwrvwCmLXaPPE
267,Vaishali Samant,2zGP2SUtwsDhdyYzf0kKp8,pop,track,Kanhoda Kanhoda Kanhoda,2000,7K3syIUKgNscEYA7Ebq0Jq
268,Klaus & Servants,3PbcMklPymGRRUMCxZRHRa,pop,track,Jeg vil aldrig Glemme,2000,0Xq0wsMBWXd41SaWSIoGmU
269,Stonewall Jackson,0NqxUSg57tX1o1WG7VU1Vp,pop,track,Waterloo,2000,3MbdRKfqG7BE8lgCeT2TRB
270,Pavlína Filipovská,58vfomU8GibPspULT9e2wy,pop,track,Pouťové Limbo,2000,2sMZ5hXAJcSVk4lZeb2yoG
271,Rinus Okken,2fogOdxeTFeqbh5hlsMsxc,pop,track,Jij Maakt M'n Leven Mooi,2000,4BvsuLC7ZpPzoAXTf5GycX
272,Khánh Ly,2BT5812uC3XW9TukhlOfD0,pop,track,Bóng Trăng Xưa,2000,1anlFycjxFBd52rWggpuPV
273,Marty Paich,69OOiGDvj0o9QQ184tqc9R,pop,track,Little Rock Getaway,2000,4BxDCa4oxaZaVRa574H8D8
274,Shorty Rogers,7hxJ7osu5ELi0SVSvgUjQN,pop,track,Michele's Meditation,2000,0mtnmYkvfZiOKYDakUuClj
275,Massimo Ranieri,1VZvpyWFZWk1GitulKUo3d,pop,track,O Tammurraro - Live,2000,0EKU2Sm1fJJygoMVq7pAAy
276,Teresa Teng,3ienC90A5I1X3irDyQoqWZ,pop,track,苗女弄杯,2000,7MmHY8RmSikCkeg8U1RIfH
277,David Brookings,49PFTjFeP08vqGrQmjIUHn,pop,track,Strawberry Fields Forever,2000,3qlQA8hOP4THchsLoSktkk
278,Khánh Ly,2BT5812uC3XW9TukhlOfD0,pop,track,Lời Nói Đầu,2000,3MrRB8zWr5DHTplCS17ai3
279,Pedro Miguéis,57MXDEsNUuXlmMxsVZaAvT,pop,track,Voar (Até Ao Céu),2000,62x38Iy3ZKRuAQ3djGCSLz
280,Aleksandr Marshal,3Jh8Cq8Y3fmEgmg6qfpSWH,pop,track,Снайпер,2000,6WtmAmIPU4jnxg9qPG0QgR
281,Sơn ca,3fq8xTZW8v4JniGWe4r02V,pop,track,Lý Chim Quyên,2000,2IKs5IQzNFwBs299DXttHa
282,Earl Bostic,3uPH2E6G8gBlatMzfQR4lL,pop,track,Dunky,2000,4V6tcLqeDPncAn6Wn9KEW5
283,Barimar,7F3UbZ0FWb0Y8UhhWLGJnk,pop,track,L'emiliana,2000,0SavvZyGHQMQnTCueQwNxg
284,Ethel Smith,3PBqIcBXA5dIJJmJaOTMMR,pop,track,Blame It On The Samba,2000,7Ga1xwtMQgGnVgVYCY4WOe
285,Paolo Mengoli,6JZx5tXbTmTsu6qCZBmNEH,pop,track,Far l'amore insieme a te,2000,0qKyM2XxSdSpINSTy0qoIo
286,Adil El Miloudi,2hMbS1YCsDcmNNrTEm4euZ,pop,track,N'jibha Almania,2000,65QqZWqSCMu7XgL7xqjxDe
287,THE YELLOW MONKEY,1xCdTZ5Wu70H6YwsmpgmHg,pop,track,Stone Butterfly,2000,3t9WsoU3yo0GGzupyIlWNA
288,Jose Melis,6KWzDPQEIpSXZKB1jjZvwx,pop,track,Close Your Eyes,2000,65Y99uarHbDwvdrOIE4D7K
289,Natikaji,3Sg0osprFNuw6EtTg8hxqA,pop,track,Dhalki Dhalki Nahinda,2000,0ZJSFwK94wInSZ9uhbJP7S
290,Dimitris Kokotas,1TA60gQWotVjZEJhUdbjtB,pop,track,Afta Ta Heili - Chris K Remix,2000,2hiPE0S39UvwAMFrxLZqNS
291,Ajay,0cZUnZAl3WmjGJwEVcBqEH,pop,track,The River,2000,32v1NJSPyA1TLp6FNtUZoq
292,Raquel Rastenni,3VeezXtFwKU2aCSwRlvE17,pop,track,Min sang til dig,2000,3VPd8MHWHHGgo3y8j5XgH1
293,Dildora Niyozova,3cFU7EjI04a0TSVvMPhxyH,pop,track,Bolajon,2000,1p7QM07pX0PK7Aajoo7NM4
294,Marty Paich,69OOiGDvj0o9QQ184tqc9R,pop,track,No More,2000,4KMILu0nGr74hXWaVKJE7A
295,Thanh Lam,5kG9gxVkkdrskVLhfblCjT,pop,track,Biết em còn chút dỗi hờn,2000,0saODFBthmMdKgFfzyy85r
296,Szandi,07TnPir7SZw3sWE9CE8aDr,pop,track,D·dold a szÝv dallamßt (Instrumental),2000,6LU07iwiwGejiAG8YmqCMH
297,De Vrijbuiters,2RQfHLtx3NGAs5FipyRdtT,pop,track,Twee Sporen In `T Zand,2000,0yWw9LEs5BMK3czZEeI7uY
298,Phượng Mai,2Jt8gyQdLTNWbGXBQCeFNX,pop,track,Khổ Qua,2000,0WnVom3ZtVMpYzSXH6S2NG
299,Aurelio Fierro,2vfwqJjTWMTkZ8vqPaHy4Z,pop,track,Lazzarella,2000,0QPWrhawKAPoNWy1nLdgQX
300,Ana Belén,4NOZW7dBOmBMMAG9EGQd4t,pop,track,Responde Tú,2001,7xgoCehsBW1KjHObjbFmb7
301,Danza Invisible,1MK9J20Op7jFgUDbLiy6m2,pop,track,Tú me diste,2001,6qz3YB4OSOgtJ40BxioxSK
302,Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,pop,track,Kamal Netra Stotra,2001,60x0YpGXtusEukcCUupTH0
303,Kim Marques,5fjVjCi4EHHLvNMuN2WlZO,pop,track,Mulher Demais,2001,5jAGh4Vdrq2eh64C6SGRhk
304,Ebiet G. Ade,50l3hdnSiYODINDYhyP0QA,pop,track,Dimanakah Matahariku,2001,4IZ9Pe7G889aN6cWPVkqgA
305,Fernando Mendes,6SYKh5gFxjnz8RjiQkdO1O,pop,track,Voa Pombinha,2001,6kXpnOoa3PK3LCuwkeiQ5B
306,The Lotus Eaters,56RZYoZM05z29KIlNlAAQX,pop,track,Face of the Century,2001,6qYoAnWoh1CfGTUVyyjC0R
307,Kleiton & Kledir,1CjvI1dBcZPfgd2PLD8pVj,pop,track,Viração,2001,50JGWnOK4Uy7KbKmbjN16V
308,Anna-Lena Löfgren,7JHMKzBLaE2q2gaZZsepqr,pop,track,En vintervisa,2001,3Mj9oVIcwtwaLLwERnE4So
309,Oto Pestner,41a2lIIHtSGmR7wGAamUqr,pop,track,Oda ljubezni - Solo version,2001,7s7LEZsBsvg6pUrcshxgHT
310,Tapio Rautavaara,7ecVEj3pJl9t5dYSnU0V5x,pop,track,Tuopin jäljet,2001,2KOEb5ZBZGiCzZamLJ3fSW
311,Halid Muslimovic,2S0auO8eVnyqwmNF5gIbmr,pop,track,Ne Tražite,2001,6u3VGfRx3cE3pJ5OgrQp58
312,Srikanta Acharya,7BRrGPZpag7ytO4HhPN03L,pop,track,Aap Ki Parchaiyan,2001,4rsXlC3ee2TBIk2ZQUfh91
313,Munni Begum,0ZZ6jQHS2D5eDfyjqxXWmb,pop,track,Masti Mein Surahi Jhoomti Hai,2001,7GRhbEN8zXDKryrKZa1nMR
314,Rekha Rao,25kyMcj5F41jU2t8MNkH33,pop,track,Mujhe Laagi Re Lagan Maa Aosiyan Wali,2001,4rXQbJoLVvq40aUzBmAM3Z
315,Андрій Князь,77r8BF87zAdgnkTVHxvZfp,pop,track,Ти,2001,3NZ8rdm89OVbGxQ11rWQue
316,Andréa Pinheiro,5POV0avdfnuqKjasJHXsGS,pop,track,Cabocla Malvada,2001,7L3ZmkCzlTxZOUAJJcDLUH
317,Chewy Marble,4tGcNvj2NL7IoSxRItVHRQ,pop,track,Annie,2001,1szyprD8Pou0UDiymfyQia
318,Phương Dung,2P7WrPkRtQLLJY5KPOmDt3,pop,track,Nước Non Ngàn Dặm Ra Đi,2001,6tx8zH4Z0BnXkSbx1u8sHm
319,Ngoc Lan,74WJHQjKr93pw6lxgWAaxM,pop,track,Tiếng mưa buồn,2001,1OFDNoSwS1WLvH8f6GuFsj
320,Nguyên Khang,65soYJxad6WyusokHWu4aI,pop,track,Cơn Mưa Hạ,2001,2bBB5ebObHoePFjWXVeKK5
321,Stephanie,1AvPsDTbB9LYONLY136B2g,pop,track,Leave The Past Behind,2001,4J6ed8fQQVljiFRWgPr3TI
322,Elvis Phương,4P95HBikaVomMvtD6vg1vD,pop,track,Niệm Khúc Cuối,2001,7LMmaCIKPNDcXsdGnu4UTC
323,Naseebo Lal,4sAweKU7CjDZ1bUEb6VF6a,pop,track,Gallan Kar Goorian,2001,0GpIekHNdmcqRekaGtCkBF
324,Suvarna Mategaonkar,1ur2i6u3NNIKTZs7gWRihS,pop,track,Zhinguan Tufaan Rati,2001,6sAjHpBDoAuVT0WTbURDpC
325,Paulo Ribeiro,3NvRQ0wYJDdCUqMaX64kNJ,pop,track,Dança (Teu Corpo é Demais),2001,57fmqsV1cLnEW7taycu0Jq
326,Gabriel Raymon,0x4iqvM4rE4YBluGSld2UG,pop,track,Presentimiento,2001,7jKt16wUlzZ7Tucxa7IfaE
327,Los Xey,49BA4KuvH38Vp8lh0eheD1,pop,track,Somos Padres de Familia (Humorada Fox),2001,1OHszBjXSvIlX6C20Y31ge
328,Chaw Su Khin,5u9M7spjtiFzjDFGevvg0f,pop,track,Shin Khae Par Ohne,2001,5MaMWs5gedYqrUww0tI89n
329,Etienne Charry,1i7g1LgE8Im1IGbYvt0r7d,pop,track,Lettre anonyme,2001,7djY4JPuH2zlNfhRUKFRzp
330,Sofia Vicoveanca,6nvH1YG6WAFxGIEtX3JpzZ,pop,track,"Fa Lelita, Lelisoara",2001,7hbSPY3NUlnnHC1Koy9uzn
331,Melba Montgomery,6TeB6t5E1uJfbJGRZvJAAv,pop,track,Crawdad Song,2001,2Mhundjd4L3pG90waSI6GR
332,José Alberto Reis,6nleDLenI9o9YnUbvArfmj,pop,track,Tudo Bem,2001,114WDoqgEheYLia5gF8Soc
333,Guddu Rangila,1TUAuN17xq18iOslmb6yD0,pop,track,E Susar Ji Kade Vidai Beti,2001,5Ym3aCviEdPwJmiJeqpwZx
334,Blerta,0G6umjCXBEOEdIHyIdpyqx,pop,track,Organism,2001,2xoJoblCSqXKYCP9dSVDMP
335,Eva Olmerova,7KDaypSnnCEqGGUJ8uffvs,pop,track,Then the Answer Came,2001,0hx7JktTkfmHMUOtYryq9f
336,Giao Linh,4H5Eeyp0AbxXuJKbeuc1wx,pop,track,Thư Gửi Quê Nhà,2001,14rc4zftpSZfYWtd9MdrLf
337,Khine Htoo,1oIRQB3dVHzGyEBgWNq6bJ,pop,track,Tal O Pyat Mhar Ma Nay Say Chin,2001,1ODH5PEi4c7GlubL1QG6d4
338,Suresh Wadkar,0w4e7HVbqAHFPN6VkIlvhe,pop,track,Parmeshwar Prathmesha,2001,1VyGeoZRt3G7e9eVmEKRma
339,Connie,0DD5FMKk17gOfVrP74VaFh,pop,track,Ko Pyouk Chit Thu,2001,7Ia6Mzw4sgUUYTk4QYtCRp
340,Chewy Marble,4tGcNvj2NL7IoSxRItVHRQ,pop,track,In The Next Five Minutes,2001,217hdZg1UUA9h41OHu5fzU
341,Thanh Tuyền,6nZLN4BFDgyIVX2xAUruED,pop,track,Tạ Từ Trong Đêm,2001,1sYRBYHvYarBfCro4SR490
342,Syed Abdul Hadi,7CMYZ9LkSPHt03MOqLXd1b,pop,track,Kal Rater Bela Gan Elo - Live,2001,7B20i6wHMI6ft1sWXfQ6Tz
343,Antti Huovila,4ckNvN39qaWPTwGAzGchga,pop,track,Majakka,2001,5mPMpLo23oK6jb9QASNIg0
344,Gunjan Singh,0BdAujHjCZPAwcbGKIltAp,pop,track,Saiya Driver Raja Ho,2001,4rXQsW2pwrdfporaIFksH2
345,Petri Nygård,4l0zTor5S32Yly4uw96Bto,pop,track,Intro,2001,5q1G6E0R4Rqv1tv37wt1ly
346,Hiruth Girma,4WAmzj5X0btqyNKAHCcrtS,pop,track,Wegen Zemedochen,2001,5q1VvjJhtrq3BOVwE4TXyx
347,Steve Riley & The Mamou Playboys,1HjxUk6Ft80a9G7KtpS2j8,pop,track,La Crève De Faim (Starvation 2-Step),2001,3OucqR64AMRdQGf4slrL9r
348,Rama,0o05MzSK2Y0ieIzF6l0EDL,pop,track,Balkanica,2001,25AVqp9CiJgirCI30GvgWD
349,Paulo Diniz,427OJ0p99wJvYou8vQ0Zh2,pop,track,O Chorão,2001,7q1Cgeveq0osOLIsEaAgpz
350,Misato Watanabe,3ySOHOGVeGm9qQuEmWDa1k,pop,track,truth,2001,11asAAnmBcRKca6Fiqs7UO
351,Chá de Flores,36nhQrgoVkO7IRwWHCimY4,pop,track,Antes do Inverno,2001,1DvCVtoXNQHQuJ68IbsYvh
352,Arraial Do Pavulagem,5vrkUSl1Y1CXGRKwYt5mH3,pop,track,Porto da Ilha,2001,280KMt74ApJRT7yLIM6XML
353,Manmohan Waris,5p94H6vd1uZ4WiiFPelfQ5,pop,track,Ik Chan Horey,2001,5Yl7bdXyLpvvBK6G7QiFPo
354,Sai Saing Maw,3b01v8lauiKngbsHQhDsuT,pop,track,Khoat Khaing Ka Zar Lan Ta Poke,2001,1s37z8fr0AerBDX7Dd9PeX
355,Harbhajan Shera,26Hbwt6ybbYjJindB4CRNY,pop,track,Pind Diyan Galiyan,2001,5q3AMJ0FmnAx4ow50mWYfV
356,Fumiya Fujii,5uDMiTt5fxXmUyPS5HPwvS,pop,track,Melody,2001,3WsUU3wOkKBaidQIAKDR4c
357,Fábio Jr.,60iOwdF3A0p4pAwgUXMaWU,pop,track,Eu Nunca Estive Tão Apaixonado,2001,74nyiD9RgV8PnG3pMw0Wm6
358,Fernando Lélis,4pGvBN5hf5DSPoSMH1Iwh3,pop,track,Um Par De Alianças,2001,4UHkr2dNDU3nNotyxF7QU4
359,Srikanta Acharya,7BRrGPZpag7ytO4HhPN03L,pop,track,Bhairavi Raage Pakhi Je,2001,7gIuGp8NnoE3jJtJeXnZza
360,Nusrat Fateh Ali Khan,5HcunTidTUrOaf8V0iJcvl,pop,track,Karlo Daata Naal Pyar,2001,4aAbF0pUgaOY0TOB3QVcdi
361,Walid Toufic,3b9dx7eQwwKtA6ctUq8sd2,pop,track,الحل الوحيد,2001,0wIRtQtZGuEa6b2YOETH9F
362,Mario Visconti,1rptBiANi2kiDrVmC9ARau,pop,track,Un Tropezón (Tango),2001,2r1a4tXOJG2Bgqfoy8mJVS
363,Hạ Vy,66gRHQIfdzq6rm4dHK28GW,pop,track,Đường Làng Năm Ấy,2001,5lHkmKHcY0C5tsVygxO22G
364,Nikita,74kmKd6e1bmDvTMGjEAjVg,pop,track,Não Tenhas Pena de Mim (Eu Compreendo),2001,5fxZGh1fmPxaHxmmBGYSlf
365,Chế Linh,1tTV7NZodR1nsNtMdAz5Qi,pop,track,Đêm Hoang,2001,3aj58APq6DwhhzQnN1kqGV
366,Džo Maračić Maki,2ovIoKem88WDGBqIlOM0ek,pop,track,Dok Mama Spava,2001,7nuqwrg2kziY9jVwPozu8M
367,Romantici Vagabondi,2JxMRJbIXHeExOMcNM92Yi,pop,track,Verro' in campagna,2001,12f83CKFn131nZ9WVs1rIB
368,NRG,7xrfnodwPKuIxS9JuUECaf,pop,track,천재일우 - 2001 Live Version,2001,4qoS12kqgBjQm4WG45lWOg
369,Garzon y Collazos,0FmDjtiMoFHZG4f83cQjVI,pop,track,Coplas Populares,2001,1GoSnPFbWp0cdDDOR0iOkU
370,Antoni Muracki,4KTWo3CFeaXt9wlW7WqAwZ,pop,track,Walc,2001,7FVDihFansYOPV9Rblwp7k
371,Patti Kim,3YLoKDj5EXsg3AorXDgLlz,pop,track,Rose Garden,2001,110nKbzUwZkyYj3H9YH793
372,Jimmy Fontana,6YvCTF77M8f4Nq3IqoWvtz,pop,track,La mia serenata,2001,6Ev8WRsTqtncdnJy8GVtzn
373,Ngọc Huệ,2fjtWeE4rcFENjhezG68Gp,pop,track,Nụ hôm say đắm,2001,2zccxZbzBzNn3iiw5jEF4W
